#"Progress (%)","Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
34.9%,3494000,436750.0,-86.60696676855534,551.1916669684764,464.58470019992103,123.10700068008283,2.06e+04,56:54
35.0%,3495000,436875.0,-77.47824654961065,609.3324974453423,531.8542508957316,136.0925802633559,2.06e+04,56:54
35.0%,3496000,437000.0,-87.1909358206153,543.3623201802252,456.1713843596099,121.35833962777238,2.06e+04,56:53
35.0%,3497000,437125.0,-81.73296169401632,523.3003034299134,441.567341735897,116.87754853869788,2.06e+04,56:53
35.0%,3498000,437250.0,-62.03903728902611,545.6118659008491,483.572828611823,121.86076889721663,2.06e+04,56:52
35.0%,3499000,437375.0,-26.202317054557113,517.3715105474718,491.16919349291464,115.55337048385702,2.06e+04,56:52
35.0%,3500000,437500.0,-54.40470233749508,534.9067759462783,480.50207360878323,119.46981925974131,2.06e+04,56:51
35.0%,3501000,437625.0,-69.64843406380587,556.3848986218084,486.73646455800247,124.26689334717415,2.06e+04,56:51
35.0%,3502000,437750.0,-109.0683096502965,529.1697720925299,420.1014624422334,118.18847670750452,2.06e+04,56:50
35.0%,3503000,437875.0,-91.94476592449621,509.3715809300067,417.4268150055105,113.7666102698021,2.06e+04,56:50
35.0%,3504000,438000.0,-124.21748724611473,613.4554360508743,489.2379488047595,137.0134261979593,2.06e+04,56:49
35.0%,3505000,438125.0,-84.33288535173168,509.3681727395435,425.0352873878119,113.76584906071493,2.06e+04,56:49
35.1%,3506000,438250.0,-85.2232134642779,504.2532105289731,419.0299970646952,112.62343763820824,2.06e+04,56:48
35.1%,3507000,438375.0,-113.26256741489817,534.5262040147849,421.2636365998867,119.38481966370811,2.06e+04,56:48
35.1%,3508000,438500.0,-56.608173210349605,525.6492871092487,469.0411138988991,117.40218697708337,2.06e+04,56:47
35.1%,3509000,438625.0,-104.33132429470629,509.7419632415725,405.4106389468662,113.84933404487765,2.06e+04,56:46
35.1%,3510000,438750.0,-111.62792312618708,512.4376985377975,400.8097754116104,114.45141841377045,2.06e+04,56:46
35.1%,3511000,438875.0,-91.11770781217152,497.7003138211217,406.58260600895017,111.15986787143942,2.06e+04,56:45
35.1%,3512000,439000.0,-80.53121731636844,541.6423119825454,461.11109466617694,120.97418097108205,2.06e+04,56:45
35.1%,3513000,439125.0,-72.25158876746622,536.2778958045819,464.0263070371157,119.77605475538482,2.06e+04,56:44
35.1%,3514000,439250.0,-116.91886708366778,551.5198417636033,434.60097467993546,123.18029753333366,2.06e+04,56:44
35.1%,3515000,439375.0,-90.23355792786961,562.1382368997955,471.90467897192593,125.55188414392617,2.06e+04,56:43
35.2%,3516000,439500.0,-103.36437020848149,560.5052018159649,457.14083160748345,125.18715067057484,2.06e+04,56:43
35.2%,3517000,439625.0,-87.93744669882315,547.5885709576105,459.6511242587874,122.30226002516753,2.06e+04,56:42
35.2%,3518000,439750.0,-100.80338067796126,567.7106715252543,466.907290847293,126.79647065409435,2.06e+04,56:41
35.2%,3519000,439875.0,-99.43043930025868,537.8650294777867,438.43459017752804,120.13053628675706,2.06e+04,56:41
35.2%,3520000,440000.0,-129.08277239760656,501.3804348414524,372.29766244384587,111.9818118305061,2.06e+04,56:40
35.2%,3521000,440125.0,-111.62595054630324,507.705923658292,396.0799731119888,113.39459072892342,2.06e+04,56:40
35.2%,3522000,440250.0,-122.89806917584806,534.2414209172905,411.34335174144246,119.32121421558925,2.06e+04,56:39
35.2%,3523000,440375.0,-90.45327692806146,530.2312728183078,439.7779958902464,118.42555970131859,2.06e+04,56:39
35.2%,3524000,440500.0,-101.04954503008975,510.6967663543324,409.64722132424265,114.06258644780014,2.06e+04,56:38
35.2%,3525000,440625.0,-116.3780524641605,489.8793140317383,373.5012615675778,109.41307109621602,2.06e+04,56:38
35.3%,3526000,440750.0,-119.87544057856292,597.7512597844169,477.875819205854,133.50594567136147,2.06e+04,56:37
35.3%,3527000,440875.0,-100.00940720755364,542.6849224557724,442.67551524821874,121.20704488381598,2.06e+04,56:37
35.3%,3528000,441000.0,-71.91824010451796,503.138317406638,431.22007730212005,112.37442961324226,2.06e+04,56:36
35.3%,3529000,441125.0,-86.97515305714995,527.7002048550935,440.72505179794354,117.86025328588872,2.06e+04,56:36
35.3%,3530000,441250.0,-109.9565478794544,551.924518871237,441.9679709917825,123.27068094794274,2.06e+04,56:35
35.3%,3531000,441375.0,-85.106406378506,486.214373732747,401.107967354241,108.59451770559264,2.06e+04,56:35
35.3%,3532000,441500.0,-69.22895295689733,514.8740755107385,445.6451225538412,114.99557588137954,2.06e+04,56:34
35.3%,3533000,441625.0,-51.268279066201785,537.4278359967792,486.1595569305774,120.03289043797321,2.06e+04,56:34
35.3%,3534000,441750.0,-118.14281119064665,540.2886330617699,422.1458218711233,120.67184085636829,2.06e+04,56:33
35.4%,3535000,441875.0,-105.31930681506665,556.5685246547893,451.24921783972263,124.3079056692424,2.06e+04,56:33
35.4%,3536000,442000.0,-105.87467995636942,536.4346761135539,430.5599961571845,119.81107116575507,2.06e+04,56:32
35.4%,3537000,442125.0,-89.56891742944288,516.6446903587859,427.075772929343,115.39103738119063,2.06e+04,56:32
35.4%,3538000,442250.0,-45.93498582473819,505.0797271220229,459.1447412972847,112.80803763287489,2.06e+04,56:31
35.4%,3539000,442375.0,-80.84338390381652,497.5457472350987,416.7023633312822,111.1253458894303,2.06e+04,56:30
35.4%,3540000,442500.0,-87.62685156109342,552.788798654606,465.1619470935126,123.46371523756504,2.06e+04,56:30
35.4%,3541000,442625.0,-119.32534225320421,538.3291794917194,419.0038372385152,120.23420279607701,2.06e+04,56:29
35.4%,3542000,442750.0,-103.68421694838085,571.6700456520291,467.9858287036483,127.68078495441456,2.06e+04,56:29
35.4%,3543000,442875.0,-126.01006670749436,525.936370152881,399.92630344538657,117.46630611125326,2.06e+04,56:28
35.4%,3544000,443000.0,-104.33081279314052,545.6380803896855,441.30726759654493,121.86662382443778,2.06e+04,56:28
35.5%,3545000,443125.0,-75.8209620218228,584.9280066083539,509.1070445865312,130.641910650388,2.06e+04,56:27
35.5%,3546000,443250.0,-74.81644402405547,584.5457903027526,509.7293462786971,130.55654378834456,2.06e+04,56:27
35.5%,3547000,443375.0,-74.23985818777203,552.3322800279379,478.0924218401659,123.36175317563331,2.06e+04,56:26
35.5%,3548000,443500.0,-68.69055948325209,568.1395191347889,499.4489596515368,126.89225247759143,2.06e+04,56:26
35.5%,3549000,443625.0,-58.11727423129457,537.0796038764973,478.9623296452028,119.955113841487,2.06e+04,56:25
35.5%,3550000,443750.0,-74.64182470602145,553.4903559142471,478.8485312082256,123.62040594102716,2.06e+04,56:24
35.5%,3551000,443875.0,-99.72746836421433,502.7585386153354,403.03107025112104,112.2896071626847,2.06e+04,56:24
35.5%,3552000,444000.0,-80.98400802184065,538.4698563294239,457.4858483075833,120.2656225445834,2.06e+04,56:23
35.5%,3553000,444125.0,-85.83372939326472,555.9787550563699,470.1450256631052,124.17618240362587,2.06e+04,56:23
35.5%,3554000,444250.0,-46.749370120735904,578.6399754629178,531.890605342182,129.2374978101956,2.06e+04,56:22
35.5%,3555000,444375.0,-67.93764299740994,556.9946708010732,489.05702780366323,124.40308412904919,2.06e+04,56:22
35.6%,3556000,444500.0,-94.83030779971796,522.8817333510847,428.0514255513667,116.78406217076632,2.06e+04,56:21
35.6%,3557000,444625.0,-116.4394709196076,547.5041588512247,431.0646879316171,122.28340683514128,2.06e+04,56:21
35.6%,3558000,444750.0,-77.06437496788143,577.6219364245363,500.55756145665487,129.01012185351672,2.06e+04,56:20
35.6%,3559000,444875.0,-39.57434693895118,510.9225606767755,471.3482137378243,114.1130169304659,2.06e+04,56:19
35.6%,3560000,445000.0,-92.09440947843507,574.7541347900961,482.6597253116611,128.36960698560682,2.06e+04,56:19
35.6%,3561000,445125.0,-88.25509594612183,607.8005276195406,519.5454316734188,135.75041941135302,2.06e+04,56:18
35.6%,3562000,445250.0,-96.7506154068939,567.552432286007,470.8018168791132,126.76112839603599,2.06e+04,56:18
35.6%,3563000,445375.0,-105.76337939940498,560.1073322549553,454.3439528555503,125.09828770102527,2.06e+04,56:17
35.6%,3564000,445500.0,-103.22461720115922,573.546352546147,470.32173534498776,128.09985245476454,2.06e+04,56:17
35.6%,3565000,445625.0,-106.14094299049336,526.0272349047278,419.88629191423445,117.4866004802319,2.06e+04,56:16
35.7%,3566000,445750.0,-113.69047804109911,519.0379471469906,405.3474691058915,115.92556408525633,2.06e+04,56:16
35.7%,3567000,445875.0,-77.71758759335961,509.69105782238006,431.97347022902045,113.83796447263863,2.06e+04,56:15
35.7%,3568000,446000.0,-46.50488887566374,539.7303807559662,493.22549188030246,120.5471568832447,2.06e+04,56:14
35.7%,3569000,446125.0,-78.0267440917464,529.9442253704955,451.91748127874905,118.36144851736798,2.06e+04,56:14
35.7%,3570000,446250.0,-118.22244028647702,514.6442219498457,396.4217816633687,114.94423878001736,2.06e+04,56:13
35.7%,3571000,446375.0,-108.66356013495917,520.1945457529799,411.53098561802074,116.18388690453482,2.06e+04,56:13
35.7%,3572000,446500.0,-119.42348698405146,549.46802071103,430.04453372697856,122.72202947368794,2.06e+04,56:12
35.7%,3573000,446625.0,-60.66048557116463,537.5547825115091,476.8942969403445,120.06124356014782,2.06e+04,56:12
35.7%,3574000,446750.0,-65.13992038109649,552.6165339028931,487.47661352179665,123.4252404234901,2.06e+04,56:11
35.8%,3575000,446875.0,-72.14624733682405,554.5349886393002,482.38874130247615,123.85372151762296,2.06e+04,56:11
35.8%,3576000,447000.0,-87.40840821691063,516.6376579197085,429.2292497027979,115.38946670707824,2.06e+04,56:10
35.8%,3577000,447125.0,-83.15011314321376,557.2417848751,474.0916717318863,124.45827631409546,2.06e+04,56:09
35.8%,3578000,447250.0,-102.85839330230425,497.8318851142527,394.97349181194846,111.1892539239573,2.06e+04,56:09
35.8%,3579000,447375.0,-92.39343444420462,510.6728858183424,418.2794513741378,114.05725280192605,2.06e+04,56:08
35.8%,3580000,447500.0,-98.2288076699497,502.7283305203609,404.49952285041115,112.28286027554645,2.06e+04,56:08
35.8%,3581000,447625.0,-110.6696727394442,513.5358716991533,402.8661989597091,114.69669208574999,2.06e+04,56:07
35.8%,3582000,447750.0,-91.2779551836424,523.4642269707044,432.186271787062,116.91416036840612,2.06e+04,56:07
35.8%,3583000,447875.0,-94.17804113981657,559.2068051153577,465.02876397554115,124.89715767343142,2.06e+04,56:06
35.8%,3584000,448000.0,-127.55442498016785,576.113484192393,448.5590592122252,128.67321358530998,2.06e+04,56:06
35.9%,3585000,448125.0,-97.65937798986428,514.3599420444368,416.7005640545725,114.88074571833704,2.06e+04,56:05
35.9%,3586000,448250.0,-87.75385841276457,565.8862471634903,478.1323887507258,126.3889909612686,2.06e+04,56:04
35.9%,3587000,448375.0,-71.77084314712855,521.2727283130465,449.501885165918,116.42469573585367,2.06e+04,56:04
35.9%,3588000,448500.0,-124.23974739406859,548.3163996348741,424.0766522408055,122.46481837072393,2.06e+04,56:03
35.9%,3589000,448625.0,-101.64707024818085,525.1766099312597,423.52953968307884,117.29661595132352,2.06e+04,56:03
35.9%,3590000,448750.0,-96.43226494321777,533.2335918515032,436.80132690828543,119.09611862557486,2.06e+04,56:02
35.9%,3591000,448875.0,-94.17723845182744,540.0301593353862,445.8529208835588,120.6141115271411,2.06e+04,56:02
35.9%,3592000,449000.0,-122.27536181506073,543.4892646563683,421.2139028413076,121.38669229463477,2.06e+04,56:01
35.9%,3593000,449125.0,-93.77418082157737,533.8408116663675,440.0666308447901,119.23173934453926,2.06e+04,56:01
35.9%,3594000,449250.0,-89.98703571658709,537.1997668463019,447.2127311297148,119.98195187930934,2.06e+04,56:00
36.0%,3595000,449375.0,-115.87563239620326,553.7920671241284,437.9164347279251,123.6877922321232,2.06e+04,55:59
36.0%,3596000,449500.0,-127.53356607285,533.3195749095032,405.7860088366532,119.11532268291829,2.06e+04,55:59
36.0%,3597000,449625.0,-105.49515826948908,511.7066397128341,406.211481443345,114.28813862444248,2.06e+04,55:58
36.0%,3598000,449750.0,-105.91206655536621,557.8891221494249,451.9770555940587,124.60285714694594,2.06e+04,55:58
36.0%,3599000,449875.0,-114.36482343421187,545.0891379709839,430.724314536772,121.74401918659174,2.06e+04,55:57
36.0%,3600000,450000.0,-107.33825464838398,554.5474692081767,447.2092145597927,123.85650901513652,2.06e+04,55:57
36.0%,3601000,450125.0,-109.86823115210947,539.2466253890736,429.37839423696414,120.4391115773195,2.06e+04,55:56
36.0%,3602000,450250.0,-62.1035280514391,490.55999801595533,428.45646996451626,109.56509981640477,2.06e+04,55:56
36.0%,3603000,450375.0,-69.20777249550213,550.1241044680287,480.91633197252656,122.86856380713178,2.06e+04,55:55
36.0%,3604000,450500.0,-94.90721630273683,553.3589087971893,458.45169249445246,123.59104762286168,2.06e+04,55:55
36.0%,3605000,450625.0,-117.20424247997337,553.4740692847857,436.2698268048124,123.61676837133167,2.06e+04,55:54
36.1%,3606000,450750.0,-102.24008975866403,554.5612875722759,452.3211978136119,123.8595953051886,2.06e+04,55:54
36.1%,3607000,450875.0,-99.58738113019442,559.238209332212,459.6508282020176,124.90417171079322,2.06e+04,55:53
36.1%,3608000,451000.0,-114.27064273137975,560.0316799700004,445.7610372386206,125.08139099076362,2.06e+04,55:52
36.1%,3609000,451125.0,-80.63383794412957,515.0606756779484,434.42683773381884,115.03725246738085,2.06e+04,55:52
36.1%,3610000,451250.0,-96.41526014506198,506.1341643858011,409.7189042407391,113.04354302370017,2.06e+04,55:51
36.1%,3611000,451375.0,-91.18587517816269,529.5389760256869,438.3531008475242,118.27093729530735,2.06e+04,55:51
36.1%,3612000,451500.0,-72.65172259598484,563.8392604104173,491.18753781443246,125.93180262787332,2.06e+04,55:50
36.1%,3613000,451625.0,-128.46781569184557,529.8961755689136,401.42835987706803,118.35071673873179,2.06e+04,55:50
36.1%,3614000,451750.0,-117.32413134927512,570.1242719350512,452.80014058577603,127.33554104484341,2.06e+04,55:49
36.1%,3615000,451875.0,-72.89356971384728,537.8393269242199,464.9457572103726,120.12479569873831,2.06e+04,55:49
36.2%,3616000,452000.0,-94.34315232940477,514.7499097241961,420.40675739479127,114.96784382648039,2.06e+04,55:48
36.2%,3617000,452125.0,-85.84412727096463,528.697217063487,442.8530897925223,118.08293296334429,2.06e+04,55:48
36.2%,3618000,452250.0,-78.96116897418443,550.2881991917253,471.3270302175409,122.905213870027,2.06e+04,55:47
36.2%,3619000,452375.0,-110.58326497875137,545.1841885000347,434.60092352128333,121.76524843631691,2.06e+04,55:46
36.2%,3620000,452500.0,-110.67683029817218,558.9331105822613,448.25628028408914,124.83602882281335,2.06e+04,55:46
36.2%,3621000,452625.0,-95.2620170554649,562.6400998600315,467.3780828045666,125.66397372635197,2.06e+04,55:45
36.2%,3622000,452750.0,-150.124888705864,533.4348473924829,383.30995868661887,119.14106844522021,2.06e+04,55:45
36.2%,3623000,452875.0,-117.87221409428415,507.4273195226406,389.55510542835646,113.33236533334413,2.06e+04,55:44
36.2%,3624000,453000.0,-114.59699958257963,505.5976750775069,391.00067549492724,112.92371975060121,2.06e+04,55:44
36.2%,3625000,453125.0,-74.83771946511956,519.4374755685119,444.59975610339234,116.01479755631087,2.06e+04,55:43
36.3%,3626000,453250.0,-74.19868765581742,515.32219373998,441.12350608416256,115.09566173981676,2.06e+04,55:43
36.3%,3627000,453375.0,-89.98416174651669,501.7033456698898,411.7191839233731,112.0539329926323,2.06e+04,55:42
36.3%,3628000,453500.0,-113.87830895815247,552.4783844093763,438.6000754512238,123.39438514970507,2.06e+04,55:42
36.3%,3629000,453625.0,-103.0011938446479,528.28183553745,425.2806416928021,117.9901587490867,2.06e+04,55:41
36.3%,3630000,453750.0,-126.03127645257791,525.0883410173118,399.0570645647339,117.2769013549306,2.06e+04,55:40
36.3%,3631000,453875.0,-124.91329158474863,557.9390552487538,433.0257636640051,124.61400955446844,2.06e+04,55:40
36.3%,3632000,454000.0,-139.25127592426065,489.4383169704175,350.1870410461568,109.3145757292114,2.06e+04,55:39
36.3%,3633000,454125.0,-91.22749806244477,508.6875475095385,417.46004944709375,113.61383346310267,2.06e+04,55:39
36.3%,3634000,454250.0,-129.45765459145605,514.5821593427734,385.1245047513173,114.93037728342928,2.06e+04,55:38
36.4%,3635000,454375.0,-107.77534927953627,500.3524819367167,392.5771326571804,111.75222164160066,2.06e+04,55:38
36.4%,3636000,454500.0,-99.58117332008234,523.7779136768172,424.19674035673484,116.98422135055984,2.06e+04,55:37
36.4%,3637000,454625.0,-122.89242823180382,524.3436849965683,401.4512567647645,117.11058467282928,2.06e+04,55:37
36.4%,3638000,454750.0,-93.10110957046109,579.022789436645,485.9216798661839,129.32299815961704,2.06e+04,55:36
36.4%,3639000,454875.0,-93.90034378037001,534.0130588178791,440.11271503750913,119.27021022766222,2.06e+04,55:36
36.4%,3640000,455000.0,-114.27531889490209,531.8573543411728,417.58203544627077,118.7887401177465,2.06e+04,55:35
36.4%,3641000,455125.0,-121.42996444490606,570.5569315677398,449.12696712283366,127.43217427224427,2.06e+04,55:35
36.4%,3642000,455250.0,-115.64646628448645,524.2490182588184,408.60255197433196,117.08944114173663,2.06e+04,55:34
36.4%,3643000,455375.0,-124.87531946506093,535.7272943081455,410.8519748430846,119.65307956751765,2.06e+04,55:33
36.4%,3644000,455500.0,-133.72816483711065,536.8983893495596,403.17022451244895,119.91464012203897,2.06e+04,55:33
36.5%,3645000,455625.0,-76.24915700536269,535.7885737564335,459.5394167510708,119.66676614794721,2.06e+04,55:32
36.5%,3646000,455750.0,-67.06578107367446,546.4870141098861,479.4212330362117,122.05623061701664,2.06e+04,55:32
36.5%,3647000,455875.0,-99.2839417333694,515.1350475751863,415.8511058418169,115.05386320689763,2.06e+04,55:31
36.5%,3648000,456000.0,-109.24646081614571,510.1403104494885,400.89384963334277,113.93830369542685,2.06e+04,55:31
36.5%,3649000,456125.0,-73.35853953776675,535.4047703918969,462.04623085413016,119.58104482106489,2.06e+04,55:30
36.5%,3650000,456250.0,-79.89288871805772,528.6073902045681,448.71450148651036,118.06287040462885,2.06e+04,55:29
36.5%,3651000,456375.0,-79.90791933290367,536.8442773148595,456.9363579819558,119.90255436187272,2.06e+04,55:29
36.5%,3652000,456500.0,-85.94509955302598,522.2738385688581,436.32873901583207,116.64829069987202,2.06e+04,55:28
36.5%,3653000,456625.0,-119.1438633534535,562.8018258129473,443.6579624594938,125.70009473141924,2.06e+04,55:28
36.5%,3654000,456750.0,-85.21336851863734,555.4206797713043,470.20731125266695,124.05153796755164,2.06e+04,55:27
36.5%,3655000,456875.0,-112.8596247109677,516.3462707220415,403.4866460110738,115.32438625305277,2.06e+04,55:27
36.6%,3656000,457000.0,-82.18442533748856,577.4939088091935,495.30948347170494,128.98152727077246,2.06e+04,55:26
36.6%,3657000,457125.0,-117.20690878022134,571.4540155368653,454.247106756644,127.63253527807123,2.06e+04,55:26
36.6%,3658000,457250.0,-102.68409357606996,500.5542330309192,397.8701394548492,111.79728214156758,2.06e+04,55:25
36.6%,3659000,457375.0,-76.41427498636611,551.7629734140968,475.3486984277307,123.23460025606398,2.06e+04,55:25
36.6%,3660000,457500.0,-64.53655823107135,562.343702488192,497.8071442571206,125.59777426499707,2.06e+04,55:24
36.6%,3661000,457625.0,-80.08586245989966,516.9597659740617,436.87390351416207,115.46140857202771,2.06e+04,55:24
36.6%,3662000,457750.0,-123.04782856152693,514.8899378960616,391.8421093345347,114.999118697423,2.06e+04,55:23
36.6%,3663000,457875.0,-87.78148731971027,520.7157532360199,432.9342659163096,116.30029702793519,2.06e+04,55:22
36.6%,3664000,458000.0,-81.50636390565651,543.9866610325433,462.48029712688685,121.4977842789473,2.06e+04,55:22
36.6%,3665000,458125.0,-60.12653255450746,559.2329935947231,499.10646104021566,124.90300679151547,2.06e+04,55:21
36.7%,3666000,458250.0,-97.8721028197873,530.6408180907077,432.76871527092044,118.51703040588339,2.06e+04,55:21
36.7%,3667000,458375.0,-83.08945078148628,565.0965464268686,482.0070956453823,126.21261367738285,2.06e+04,55:20
36.7%,3668000,458500.0,-96.76848222834599,538.4626721583963,441.69418993005036,120.26401798159637,2.06e+04,55:20
36.7%,3669000,458625.0,-95.04423448914545,585.4857607407846,490.4415262516392,130.76648335798737,2.06e+04,55:19
36.7%,3670000,458750.0,-153.97702859243583,538.3966659646591,384.41963737222324,120.24927569679008,2.06e+04,55:19
36.7%,3671000,458875.0,-107.72948356010218,513.9520595390354,406.22257597893326,114.78964638777927,2.06e+04,55:18
36.7%,3672000,459000.0,-66.42700449734284,533.2430630698781,466.8160585725352,119.09823399370684,2.06e+04,55:18
36.7%,3673000,459125.0,-93.14552166877101,497.6334376918358,404.4879160230648,111.14493128914533,2.06e+04,55:17
36.7%,3674000,459250.0,-82.87894904284457,502.84271531713,419.96376627428543,112.30840777580367,2.06e+04,55:17
36.8%,3675000,459375.0,-127.16247588764844,512.8501054212148,385.6876295335664,114.54352825054751,2.06e+04,55:16
36.8%,3676000,459500.0,-101.79362509919994,577.3610366072072,475.56741150800724,128.95185066417525,2.06e+04,55:15
36.8%,3677000,459625.0,-80.54121721649494,527.948844701714,447.4076274852191,117.91578624765383,2.06e+04,55:15
36.8%,3678000,459750.0,-87.1579919336609,518.2732344500432,431.1152425163823,115.75476780486089,2.06e+04,55:14
36.8%,3679000,459875.0,-89.6794019346184,511.24715437660427,421.5677524419859,114.18551395685482,2.06e+04,55:14
36.8%,3680000,460000.0,-104.07233530176595,554.8755240476735,450.8031887459075,123.92977907665822,2.06e+04,55:13
36.8%,3681000,460125.0,-99.76508475803658,537.0555678716099,437.2904831135734,119.94974547210236,2.06e+04,55:13
36.8%,3682000,460250.0,-90.59118082527482,537.0576813664221,446.4665005411473,119.95021751481069,2.06e+04,55:12
36.8%,3683000,460375.0,-50.789068373157846,513.9765145113173,463.18744613815943,114.79510833227111,2.06e+04,55:12
36.8%,3684000,460500.0,-78.65855268235478,484.59272118393443,405.9341685015796,108.23232648719575,2.06e+04,55:11
36.9%,3685000,460625.0,-108.6188811752101,531.1056092561025,422.4867280808924,118.62084011445364,2.06e+04,55:11
36.9%,3686000,460750.0,-102.43047693220689,537.4428119698894,435.0123350376825,120.03623527651548,2.06e+04,55:10
36.9%,3687000,460875.0,-60.913180034861966,529.298597122618,468.3854170877561,118.2172493904333,2.06e+04,55:10
36.9%,3688000,461000.0,-86.11992708183595,554.7110111548973,468.5910840730613,123.89303561695705,2.06e+04,55:09
36.9%,3689000,461125.0,-71.25232145031649,537.6136686648554,466.3613472145389,120.07439560535184,2.06e+04,55:08
36.9%,3690000,461250.0,-112.50580365244136,541.8265314800299,429.3207278275885,121.0153258416619,2.06e+04,55:08
36.9%,3691000,461375.0,-92.59750251998958,530.0616560814444,437.46415356145485,118.3876763133943,2.06e+04,55:07
36.9%,3692000,461500.0,-104.31785724296728,541.0319197470986,436.71406250413133,120.83785170152407,2.06e+04,55:07
36.9%,3693000,461625.0,-122.61351234784578,567.90072411303,445.2872117651842,126.83891832784319,2.06e+04,55:06
36.9%,3694000,461750.0,-106.36868694115483,549.2827833927469,442.91409645159206,122.68065727589459,2.06e+04,55:06
37.0%,3695000,461875.0,-89.09353015970763,554.3259071953776,465.23237703566997,123.80702380609779,2.06e+04,55:05
37.0%,3696000,462000.0,-81.71037084339349,521.6126214790378,439.9022506356443,116.50060985198496,2.06e+04,55:05
37.0%,3697000,462125.0,-105.61106587553195,554.3697349202298,448.75866904469785,123.81681259659759,2.06e+04,55:04
37.0%,3698000,462250.0,-91.05117842470403,555.3723783023395,464.3211998776354,124.04074997976255,2.06e+04,55:04
37.0%,3699000,462375.0,-69.7541864083621,549.4748816559352,479.7206952475731,122.72356184509286,2.06e+04,55:03
37.0%,3700000,462500.0,-82.45263508989873,541.0940115642757,458.6413764743769,120.85171972210115,2.06e+04,55:03
37.0%,3701000,462625.0,-95.3948657135459,545.2339808071879,449.839115093642,121.7763693983305,2.06e+04,55:03
37.0%,3702000,462750.0,-105.74213865211433,500.10223310125144,394.36009444913714,111.69632931701737,2.06e+04,55:02
37.0%,3703000,462875.0,-91.15024183078202,518.0056666759659,426.8554248451839,115.69500734743876,2.06e+04,55:02
37.0%,3704000,463000.0,-95.47476760408853,567.3676060157061,471.89283841161756,126.71984800457292,2.06e+04,55:01
37.0%,3705000,463125.0,-89.9837179483138,523.6556055260223,433.6718875777085,116.95690419301661,2.06e+04,55:01
37.1%,3706000,463250.0,-102.27176355398416,569.2265375016877,466.9547739477036,127.13503475978568,2.06e+04,55:00
37.1%,3707000,463375.0,-93.58541374500984,557.3873009661924,463.8018872211825,124.49077689528818,2.06e+04,55:00
37.1%,3708000,463500.0,-97.85415600936923,525.1506525840977,427.2964965747284,117.29081845592177,2.06e+04,54:59
37.1%,3709000,463625.0,-114.92158693425401,542.8170706494444,427.8954837151904,121.23655978533424,2.06e+04,54:59
37.1%,3710000,463750.0,-65.44668193180075,510.5290315211721,445.08234958937135,114.02512337740666,2.06e+04,54:58
37.1%,3711000,463875.0,-94.51834664952489,526.8390979531275,432.3207513036026,117.66792764978287,2.06e+04,54:57
37.1%,3712000,464000.0,-70.09984696779026,536.3855687530566,466.2857217852664,119.80010318451656,2.06e+04,54:57
37.1%,3713000,464125.0,-87.62153229901577,537.5861483973324,449.96461609831664,120.06824903638919,2.06e+04,54:56
37.1%,3714000,464250.0,-107.84460700213265,513.8518606956123,406.0072536934797,114.76726727752663,2.06e+04,54:56
37.1%,3715000,464375.0,-113.39652739705298,588.0130172309595,474.6164898339065,131.33093849237983,2.06e+04,54:55
37.2%,3716000,464500.0,-116.8931884179851,547.491465274005,430.5982768560199,122.28057176285505,2.06e+04,54:55
37.2%,3717000,464625.0,-100.66273508415102,491.2504465351597,390.58771145100866,109.71930941610853,2.06e+04,54:54
37.2%,3718000,464750.0,-121.78933006760914,540.516656337889,418.72732627027983,120.72276916913226,2.06e+04,54:54
37.2%,3719000,464875.0,-112.96927030098118,530.2145881316245,417.24531783064333,118.42183322674002,2.06e+04,54:53
37.2%,3720000,465000.0,-127.8859185303335,530.3401495776288,402.45423104729537,118.44987699798146,2.06e+04,54:53
37.2%,3721000,465125.0,-105.8694904589876,556.1013349208155,450.2318444618279,124.20356024759559,2.06e+04,54:52
37.2%,3722000,465250.0,-57.299962380121,504.0619687649314,446.76200638481043,112.58072436551777,2.06e+04,54:52
37.2%,3723000,465375.0,-89.46979911983121,540.4858075745086,451.0160084546774,120.71587919063288,2.06e+04,54:51
37.2%,3724000,465500.0,-110.22421137479688,530.6535164624202,420.4293050876233,118.51986654900513,2.06e+04,54:51
37.2%,3725000,465625.0,-110.91410284557571,537.7667349579763,426.85263211240056,120.10858250145455,2.06e+04,54:50
37.3%,3726000,465750.0,-85.8390381479795,567.0688375614401,481.22979941346057,126.65311896909093,2.06e+04,54:49
37.3%,3727000,465875.0,-76.8275586448508,536.3914400518546,459.5638814070038,119.80141452144059,2.06e+04,54:49
37.3%,3728000,466000.0,-71.44124620460855,525.0329110905044,453.59166488589585,117.26452124752676,2.06e+04,54:48
37.3%,3729000,466125.0,-111.23213319104653,538.1402991173699,426.90816592632336,120.19201693267057,2.06e+04,54:48
37.3%,3730000,466250.0,-105.9258492487431,517.2386792095242,411.3128299607811,115.52370300411992,2.06e+04,54:47
37.3%,3731000,466375.0,-110.63030251163218,539.5787957971711,428.9484932855389,120.5133008387074,2.06e+04,54:47
37.3%,3732000,466500.0,-101.12241251112422,526.7298619099522,425.60744939882795,117.64353010815196,2.06e+04,54:46
37.3%,3733000,466625.0,-82.24188660993087,519.2373672234517,436.9954806135208,115.97010395942303,2.06e+04,54:46
