#"Progress (%)","Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
20.1%,2009000,251125.0,-106.45858869581127,531.7167266678455,425.2581379720342,118.75733134995586,2.09e+04,1:08:54
20.1%,2010000,251250.0,-97.99775448591231,512.6152828331609,414.6175283472486,114.4910813319171,2.09e+04,1:08:54
20.1%,2011000,251375.0,-86.1725440877222,493.5998774139282,407.427333326206,110.24404773514212,2.09e+04,1:08:54
20.1%,2012000,251500.0,-84.81010889931619,519.6156726448631,434.8055637455469,116.05459733724771,2.09e+04,1:08:53
20.1%,2013000,251625.0,-101.7956987240176,557.2238898394336,455.428191115416,124.45427951171257,2.09e+04,1:08:53
20.1%,2014000,251750.0,-105.68354340852281,564.0478943527086,458.36435094418573,125.97840039125532,2.09e+04,1:08:52
20.1%,2015000,251875.0,-93.65814474690987,530.4368281171933,436.7786833702834,118.47146985895732,2.09e+04,1:08:52
20.2%,2016000,252000.0,-115.27887464564532,549.8749199085163,434.596045262871,122.8129091853809,2.09e+04,1:08:51
20.2%,2017000,252125.0,-97.71254805892119,520.4595814420996,422.74703338317846,116.24308182839889,2.09e+04,1:08:51
20.2%,2018000,252250.0,-81.3381429288535,490.0425709651934,408.7044280363399,109.44953404118108,2.09e+04,1:08:50
20.2%,2019000,252375.0,-137.2595546083001,539.9293614325347,402.6698068242346,120.59159861876726,2.09e+04,1:08:50
20.2%,2020000,252500.0,-97.15467019028162,562.1867405751327,465.03207038485107,125.56271729390025,2.09e+04,1:08:49
20.2%,2021000,252625.0,-52.69178089430861,538.9893164540752,486.2975355597665,120.3816424007442,2.09e+04,1:08:49
20.2%,2022000,252750.0,-90.74290898260978,537.0947370380082,446.35182805539847,119.95849378758572,2.09e+04,1:08:48
20.2%,2023000,252875.0,-96.01076526156706,584.4462380123714,488.43547275080437,130.53430908376882,2.09e+04,1:08:48
20.2%,2024000,253000.0,-105.64369850350812,556.0951936938045,450.4514951902964,124.2021886230172,2.09e+04,1:08:47
20.2%,2025000,253125.0,-85.49988327329274,548.7673736858849,463.2674904125921,122.56554206836223,2.09e+04,1:08:47
20.3%,2026000,253250.0,-93.61634123369086,544.6004397150939,450.98409848140307,121.63486990127855,2.09e+04,1:08:46
20.3%,2027000,253375.0,-87.48751509201063,490.6898151454868,403.20230005347616,109.59409408175969,2.09e+04,1:08:46
20.3%,2028000,253500.0,-96.63623623561503,540.991416707043,444.35518047142796,120.82880546937201,2.09e+04,1:08:46
20.3%,2029000,253625.0,-129.4681863260302,529.8074402435177,400.3392539174875,118.33089797074507,2.09e+04,1:08:45
20.3%,2030000,253750.0,-146.32120007458155,526.8721135384083,380.5509134638267,117.67530158143529,2.09e+04,1:08:45
20.3%,2031000,253875.0,-122.08331283114927,526.6928167557361,404.6095039245868,117.63525618439989,2.09e+04,1:08:45
20.3%,2032000,254000.0,-65.89930062240208,558.5034941336143,492.6041935112122,124.7400752814134,2.09e+04,1:08:45
20.3%,2033000,254125.0,-73.34218350690907,511.1545450196466,437.81236151273754,114.16482993557295,2.09e+04,1:08:44
20.3%,2034000,254250.0,-82.55570275598018,542.3334818468793,459.7777790908991,121.12855168105048,2.09e+04,1:08:44
20.4%,2035000,254375.0,-105.74567560594494,567.7760703675622,462.03039476161723,126.81107728878597,2.09e+04,1:08:43
20.4%,2036000,254500.0,-79.86297664187151,554.7111493493866,474.84817270751506,123.8930664822805,2.09e+04,1:08:43
20.4%,2037000,254625.0,-68.35901889389092,548.1132674729389,479.75424857904795,122.41944941343357,2.09e+04,1:08:42
20.4%,2038000,254750.0,-96.26206290275951,533.7675877053733,437.5055248026138,119.21538499312919,2.09e+04,1:08:41
20.4%,2039000,254875.0,-113.31891059677167,556.8068377115615,443.4879271147898,124.36113217356075,2.09e+04,1:08:41
20.4%,2040000,255000.0,-47.336742727872064,531.3974951154986,484.0607523876265,118.68603194307619,2.09e+04,1:08:40
20.4%,2041000,255125.0,-84.0000374119129,562.3876396762735,478.38760226436057,125.60758750377984,2.09e+04,1:08:40
20.4%,2042000,255250.0,-84.54032562046467,588.7456244028882,504.20529878242354,131.49456410034466,2.09e+04,1:08:39
20.4%,2043000,255375.0,-75.44939989072904,566.8180035620833,491.3686036713542,126.59709594991278,2.09e+04,1:08:39
20.4%,2044000,255500.0,-103.30697687104623,536.7583937111419,433.4514168400957,119.88337251734409,2.09e+04,1:08:38
20.4%,2045000,255625.0,-80.35534541350665,557.7113633133123,477.35601789980564,124.56315524564803,2.09e+04,1:08:38
20.5%,2046000,255750.0,-88.71556522116194,533.2938541474167,444.5782889262548,119.10957802808144,2.09e+04,1:08:37
20.5%,2047000,255875.0,-107.276891985801,549.4563310609535,442.1794390751525,122.71941862550905,2.09e+04,1:08:37
20.5%,2048000,256000.0,-118.16483083444842,560.1456370629063,441.9808062284579,125.10684296464963,2.09e+04,1:08:36
20.5%,2049000,256125.0,-126.30194440001924,573.5229436323667,447.2209992323475,128.09462414429223,2.09e+04,1:08:36
20.5%,2050000,256250.0,-82.22220129113356,535.9065178148538,453.68431652372027,119.69310859858697,2.09e+04,1:08:36
20.5%,2051000,256375.0,-85.3907252430613,545.0738674971554,459.68314225409415,121.74060857219999,2.09e+04,1:08:35
20.5%,2052000,256500.0,-85.81714459445422,515.1245693540834,429.30742475962916,115.0515229277357,2.09e+04,1:08:35
20.5%,2053000,256625.0,-128.4674264707532,537.0550460034196,408.58761953266645,119.94962891441199,2.09e+04,1:08:34
20.5%,2054000,256750.0,-118.95616839544917,513.3547068849939,394.39853848954476,114.65622946950148,2.09e+04,1:08:34
20.6%,2055000,256875.0,-116.65521420290992,525.5406594568068,408.8854452538969,117.37792531769256,2.09e+04,1:08:33
20.6%,2056000,257000.0,-109.13713729768193,505.12536964335845,395.9882323456765,112.81823175270983,2.09e+04,1:08:33
20.6%,2057000,257125.0,-109.53892312935031,570.4786371546894,460.9397140253391,127.41468745062079,2.09e+04,1:08:33
20.6%,2058000,257250.0,-80.76362636530561,556.7023173424185,475.93869097711286,124.3377878635389,2.09e+04,1:08:32
20.6%,2059000,257375.0,-97.60338264734634,505.8650176374344,408.26163499008806,112.98342990712048,2.09e+04,1:08:32
20.6%,2060000,257500.0,-101.54818986044396,538.4686544123061,436.9204645518622,120.26535410001084,2.09e+04,1:08:31
20.6%,2061000,257625.0,-91.59770411354316,559.334562508232,467.73685839468885,124.92569190280022,2.09e+04,1:08:31
20.6%,2062000,257750.0,-121.2515950877928,511.69195783734955,390.44036274955675,114.28485947172017,2.09e+04,1:08:30
20.6%,2063000,257875.0,-121.47319850415093,586.0530294391735,464.57983093502264,130.89318111527103,2.09e+04,1:08:30
20.6%,2064000,258000.0,-115.4845764088225,555.4592460201649,439.9746696113424,124.06015162321668,2.09e+04,1:08:29
20.6%,2065000,258125.0,-112.82136518053821,533.3940581508642,420.572692970326,119.13195829081003,2.09e+04,1:08:29
20.7%,2066000,258250.0,-66.36874468524653,561.9070123683628,495.53826768311626,125.50024084041816,2.09e+04,1:08:28
20.7%,2067000,258375.0,-100.27113672012155,541.0926901517863,440.82155343166477,120.85142458859684,2.09e+04,1:08:28
20.7%,2068000,258500.0,-128.4823885470555,571.1423489390571,442.6599603920016,127.56292548103026,2.09e+04,1:08:27
20.7%,2069000,258625.0,-87.28639529817426,532.6210595814313,445.334664283257,118.95931138572116,2.09e+04,1:08:27
20.7%,2070000,258750.0,-83.59804918906161,553.3384353541579,469.7403861650963,123.5864749409504,2.09e+04,1:08:26
20.7%,2071000,258875.0,-70.87393966926007,555.2085310568391,484.33459138757905,124.00415519037799,2.09e+04,1:08:26
20.7%,2072000,259000.0,-72.69462937402739,555.6363201971284,482.941690823101,124.09970060795327,2.09e+04,1:08:25
20.7%,2073000,259125.0,-106.78917661037343,571.8201263544458,465.0309497440724,127.714305027815,2.09e+04,1:08:25
20.7%,2074000,259250.0,-67.10166798239501,526.4683977319802,459.36672974958515,117.58513287055864,2.09e+04,1:08:24
20.8%,2075000,259375.0,-85.93112236738281,570.336508462335,484.4053860949522,127.38294343474593,2.09e+04,1:08:24
20.8%,2076000,259500.0,-105.39249237022344,504.0114675141337,398.61897514391023,112.56944506307386,2.09e+04,1:08:23
20.8%,2077000,259625.0,-141.59432654915815,527.1210077715766,385.52668122241846,117.73089135967061,2.09e+04,1:08:23
20.8%,2078000,259750.0,-108.48729658715723,538.9189089889265,430.4316124017693,120.36591710520842,2.09e+04,1:08:23
20.8%,2079000,259875.0,-74.73340053133364,549.2776287152659,474.54422818393226,122.6795059941859,2.09e+04,1:08:22
20.8%,2080000,260000.0,-96.31867712912234,578.0741358597688,481.7554587306465,129.11111923703467,2.09e+04,1:08:22
20.8%,2081000,260125.0,-97.38761594233966,512.8926496578279,415.5050337154882,114.55303037781017,2.09e+04,1:08:21
20.8%,2082000,260250.0,-120.59077620008446,527.078339776097,406.4875635760125,117.72136159123737,2.09e+04,1:08:21
20.8%,2083000,260375.0,-150.92407599634845,561.5895096569587,410.6654336606103,125.42932756496225,2.09e+04,1:08:20
20.8%,2084000,260500.0,-93.10343118323874,487.2103346370133,394.1069034537746,108.81696257743405,2.09e+04,1:08:20
20.9%,2085000,260625.0,-108.63461903139029,543.342039966422,434.70742093503173,121.35381010302795,2.08e+04,1:08:19
20.9%,2086000,260750.0,-100.81885946213728,518.9587089722534,418.13984951011605,115.90786647729915,2.08e+04,1:08:19
20.9%,2087000,260875.0,-102.68342674527153,554.6589712121283,451.97554446685683,123.88141265229018,2.08e+04,1:08:19
20.9%,2088000,261000.0,-92.30819121289585,541.666245615143,449.35805440224715,120.97952647592372,2.08e+04,1:08:18
20.9%,2089000,261125.0,-79.97400655065698,510.10085047130303,430.126843920646,113.92949042800569,2.08e+04,1:08:18
20.9%,2090000,261250.0,-120.27914724634095,556.5619698367792,436.2828225904383,124.30644167035858,2.08e+04,1:08:17
20.9%,2091000,261375.0,-124.8274185798046,550.3547971587345,425.5273785789299,122.92008832561335,2.08e+04,1:08:17
20.9%,2092000,261500.0,-104.44315599376498,510.7570565126006,406.3139005188357,114.07605207327984,2.08e+04,1:08:17
20.9%,2093000,261625.0,-123.58180320479286,556.2346103871547,432.6528071823618,124.2333269220729,2.08e+04,1:08:16
20.9%,2094000,261750.0,-123.44964889775355,555.5890126134805,432.1393637157269,124.08913460145983,2.08e+04,1:08:15
20.9%,2095000,261875.0,-62.69817277821417,517.6581079034265,454.9599351252124,115.61738114114523,2.08e+04,1:08:15
21.0%,2096000,262000.0,-92.14576291756359,570.2174121991785,478.0716492816149,127.3563436426445,2.08e+04,1:08:15
21.0%,2097000,262125.0,-111.83539844546326,523.5766025346661,411.7412040892028,116.93925911256011,2.08e+04,1:08:14
21.0%,2098000,262250.0,-103.89614705440988,517.1839964791913,413.28784942478137,115.51148978080086,2.08e+04,1:08:14
21.0%,2099000,262375.0,-61.834244769532006,505.6878849639582,443.8536401944262,112.94386785736377,2.08e+04,1:08:13
21.0%,2100000,262500.0,-112.74021662336168,538.630095707307,425.8898790839453,120.30141152758911,2.08e+04,1:08:13
21.0%,2101000,262625.0,-79.18418528897291,526.9680016583848,447.78381636941185,117.696717904574,2.08e+04,1:08:13
21.0%,2102000,262750.0,-79.51049831146523,520.6985814890476,441.18808317758237,116.29646176990632,2.08e+04,1:08:12
21.0%,2103000,262875.0,-90.6295240611293,494.48802947071533,403.85850540958603,110.44241382521793,2.08e+04,1:08:11
21.0%,2104000,263000.0,-102.46591665935892,489.61185166074654,387.1459350013876,109.35333418025594,2.08e+04,1:08:11
21.1%,2105000,263125.0,-129.19316734476084,546.9212935326058,417.72812618784496,122.15322561964818,2.08e+04,1:08:11
21.1%,2106000,263250.0,-123.89711671086928,542.6987959607495,418.80167924988024,121.21014348941728,2.08e+04,1:08:11
21.1%,2107000,263375.0,-114.66339771141327,523.1035027940153,408.44010508260203,116.83359370870092,2.08e+04,1:08:11
21.1%,2108000,263500.0,-92.32457725296547,546.9164431345943,454.5918658816288,122.15214229784365,2.08e+04,1:08:10
21.1%,2109000,263625.0,-75.94048642409382,524.4846594431627,448.5441730190689,117.14207089138594,2.08e+04,1:08:09
21.1%,2110000,263750.0,-96.42758121405723,499.0806607836593,402.6530795696021,111.46816421305589,2.08e+04,1:08:09
21.1%,2111000,263875.0,-74.24970378485648,550.7615704586964,476.5118666738399,123.01093991847299,2.08e+04,1:08:08
21.1%,2112000,264000.0,-76.07600331525413,539.4901470882545,463.4141437730004,120.49350141625078,2.08e+04,1:08:08
21.1%,2113000,264125.0,-68.25387787831062,542.1881553308448,473.93427745253416,121.09609344087661,2.08e+04,1:08:07
21.1%,2114000,264250.0,-123.46665060331358,555.2215908948864,431.7549402915728,124.00707206591822,2.08e+04,1:08:07
21.1%,2115000,264375.0,-119.14378824307389,538.1527307984479,419.008942555374,120.1947935112414,2.08e+04,1:08:07
21.2%,2116000,264500.0,-86.59536717859771,519.0469425757257,432.45157539712795,115.92757318720355,2.08e+04,1:08:06
21.2%,2117000,264625.0,-97.91734192242188,520.601650193238,422.68430827081613,116.27481245658346,2.08e+04,1:08:06
21.2%,2118000,264750.0,-103.36108411826368,574.6366451312641,471.27556101300047,128.34336602374813,2.08e+04,1:08:06
21.2%,2119000,264875.0,-48.254393821982234,540.4321941968986,492.1778003749164,120.7039048040276,2.08e+04,1:08:05
21.2%,2120000,265000.0,-55.60354660424599,553.1108830084371,497.5073364041911,123.5356518090742,2.08e+04,1:08:04
21.2%,2121000,265125.0,-115.06023345439255,580.2422568137762,465.1820233593836,129.59536252980337,2.08e+04,1:08:04
21.2%,2122000,265250.0,-93.16911961337229,510.4618875153522,417.2927679019799,114.01012696569457,2.08e+04,1:08:03
21.2%,2123000,265375.0,-62.30451295053115,534.6878264458874,472.3833134953562,119.4209175474898,2.08e+04,1:08:03
21.2%,2124000,265500.0,-84.35356604413602,524.0244478041114,439.67088175997543,117.03928400624801,2.08e+04,1:08:02
21.2%,2125000,265625.0,-53.171195773041916,547.8370371294736,494.6658413564317,122.35775419719803,2.08e+04,1:08:02
21.3%,2126000,265750.0,-109.06899996701168,547.1031185953912,438.0341186283795,122.19383570044111,2.08e+04,1:08:02
21.3%,2127000,265875.0,-51.19133557243853,534.6199738878411,483.4286383154025,119.40576288276945,2.08e+04,1:08:01
21.3%,2128000,266000.0,-72.93366484307629,541.3299084885053,468.3962436454291,120.90440659048451,2.08e+04,1:08:01
21.3%,2129000,266125.0,-60.251341718774796,514.1337887293225,453.8824470105477,114.83023505573813,2.08e+04,1:08:00
21.3%,2130000,266250.0,-56.693708226855904,487.66019606545245,430.96648783859655,108.91743777416804,2.08e+04,1:08:00
21.3%,2131000,266375.0,-74.89369608604318,528.6852025664145,453.79150648037137,118.0802495615661,2.08e+04,1:08:00
21.3%,2132000,266500.0,-114.00420301022163,547.4928239481327,433.48862093791104,122.28087521863421,2.08e+04,1:07:59
21.3%,2133000,266625.0,-58.852492231042646,514.0483219954332,455.1958297643905,114.81114631783157,2.08e+04,1:07:59
21.3%,2134000,266750.0,-81.53957020932893,534.7692649423436,453.2296947330147,119.4391065906837,2.08e+04,1:07:59
21.4%,2135000,266875.0,-101.42426222908017,550.0464592522369,448.62219702315673,122.85122198176302,2.08e+04,1:07:59
21.4%,2136000,267000.0,-96.49204428222166,564.9846731921514,468.49262890992975,126.18762712695444,2.08e+04,1:07:58
21.4%,2137000,267125.0,-86.26608230884887,506.0543112899368,419.7882289810879,113.02570807495911,2.08e+04,1:07:58
21.4%,2138000,267250.0,-121.19422320036,559.0807188374974,437.88649563713744,124.86899668257378,2.08e+04,1:07:57
21.4%,2139000,267375.0,-114.31645599535807,525.7236497193861,411.40719372402805,117.41879564235421,2.08e+04,1:07:57
21.4%,2140000,267500.0,-105.65497971222399,582.8568826417901,477.20190292956613,130.17933134297098,2.08e+04,1:07:57
21.4%,2141000,267625.0,-91.71276247231802,530.8705883072237,439.1578258349057,118.56834889252973,2.08e+04,1:07:56
21.4%,2142000,267750.0,-65.90147072135656,506.25922358442386,440.3577528630673,113.07147461949982,2.08e+04,1:07:56
21.4%,2143000,267875.0,-94.32711026265349,552.7603618835669,458.43325162091344,123.45736397029914,2.08e+04,1:07:55
21.4%,2144000,268000.0,-87.63552775458754,535.1844043895576,447.54887663497004,119.53182673736441,2.08e+04,1:07:55
21.4%,2145000,268125.0,-80.65435531872987,549.989842718132,469.3354873994021,122.83857684918891,2.08e+04,1:07:54
21.5%,2146000,268250.0,-90.6289886171318,595.889802461378,505.2608138442463,133.09019477804037,2.08e+04,1:07:53
21.5%,2147000,268375.0,-95.78226170644115,558.9505140184942,463.1682523120531,124.83991582794161,2.08e+04,1:07:53
21.5%,2148000,268500.0,-89.1602782229661,556.0925620178771,466.932283794911,124.20160084611561,2.08e+04,1:07:52
21.5%,2149000,268625.0,-111.26662456152167,576.2599657100891,464.9933411485674,128.7059297916304,2.08e+04,1:07:52
21.5%,2150000,268750.0,-113.95811108574136,572.9727682630997,459.01465717735834,127.97174413064647,2.08e+04,1:07:51
21.5%,2151000,268875.0,-131.6746779731503,566.2921687850649,434.61749081191454,126.47965233432248,2.08e+04,1:07:51
21.5%,2152000,269000.0,-89.39086743639456,517.0679295187796,427.677062082385,115.48556657435451,2.08e+04,1:07:50
21.5%,2153000,269125.0,-118.64741523553951,526.1153347335644,407.4679194980249,117.50627731197385,2.08e+04,1:07:50
21.5%,2154000,269250.0,-85.27567282765816,550.4986450998952,465.22297227223703,122.9522163305371,2.08e+04,1:07:49
21.6%,2155000,269375.0,-140.6419493787263,504.2364466708726,363.59449729214634,112.61969348093183,2.08e+04,1:07:49
21.6%,2156000,269500.0,-121.54176821902226,539.8111040043517,418.2693357853294,120.56518617793371,2.08e+04,1:07:48
21.6%,2157000,269625.0,-112.22359207314284,527.4688730231156,415.24528094997277,117.80858601712674,2.08e+04,1:07:48
21.6%,2158000,269750.0,-103.28386099499335,556.4710576184051,453.18719662341175,124.28613669987388,2.08e+04,1:07:47
21.6%,2159000,269875.0,-90.91787864933337,513.9940075758616,423.0761289265282,114.79901535561308,2.08e+04,1:07:46
21.6%,2160000,270000.0,-89.63195490377964,536.8218406410316,447.189885737252,119.89754319826899,2.08e+04,1:07:46
21.6%,2161000,270125.0,-102.28438815608561,517.6288935343835,415.34450537829787,115.61085619970437,2.08e+04,1:07:45
21.6%,2162000,270250.0,-105.2057611319184,578.6739573974929,473.46819626557453,129.24508757305588,2.08e+04,1:07:45
21.6%,2163000,270375.0,-84.90089614540861,550.6629364903738,465.76204034496516,122.98891031836646,2.08e+04,1:07:44
21.6%,2164000,270500.0,-86.8347385881357,576.497901569599,489.6631629814633,128.7590720500749,2.08e+04,1:07:44
21.6%,2165000,270625.0,-92.79076325082639,574.8704941479652,482.07973089713886,128.39559549814567,2.08e+04,1:07:43
21.7%,2166000,270750.0,-81.36792119944641,513.5009484822984,432.133027282852,114.68889209032417,2.08e+04,1:07:43
21.7%,2167000,270875.0,-86.40080981047353,514.5163583232055,428.11554851273195,114.9156808236565,2.08e+04,1:07:42
21.7%,2168000,271000.0,-103.89312957569206,516.4153470004937,412.5222174248017,115.33981423204447,2.08e+04,1:07:41
21.7%,2169000,271125.0,-81.17375031785122,514.2098944154774,433.03614409762616,114.8472330317938,2.08e+04,1:07:41
21.7%,2170000,271250.0,-97.41806645345218,537.620939162713,440.20287270926076,120.07601944917666,2.08e+04,1:07:40
21.7%,2171000,271375.0,-93.5701570458697,566.5138003443856,472.9436432985159,126.5291530763676,2.08e+04,1:07:40
21.7%,2172000,271500.0,-73.8028480821313,511.008066602676,437.2052185205447,114.13211442179025,2.08e+04,1:07:39
21.7%,2173000,271625.0,-37.81089562452999,541.1232129812291,503.31231735669917,120.85824177073177,2.08e+04,1:07:39
21.7%,2174000,271750.0,-85.22319766999127,528.5155373204888,443.2923396504975,118.04235533928866,2.08e+04,1:07:38
21.8%,2175000,271875.0,-83.92213509860244,520.3336853693197,436.41155027071727,116.21496331927376,2.08e+04,1:07:38
21.8%,2176000,272000.0,-82.02591743182359,501.3795399478195,419.35362251599594,111.98161195870527,2.08e+04,1:07:37
21.8%,2177000,272125.0,-85.82644255556431,509.3658701997429,423.5394276441786,113.76533479537713,2.08e+04,1:07:37
21.8%,2178000,272250.0,-115.11281814657224,478.6946461176319,363.5818279710597,106.91500916418185,2.08e+04,1:07:36
21.8%,2179000,272375.0,-98.30605669492203,533.8381416493698,435.5320849544478,119.231143004275,2.08e+04,1:07:35
21.8%,2180000,272500.0,-93.8309561382994,514.7886323103387,420.9576761720393,114.97649239960707,2.08e+04,1:07:35
21.8%,2181000,272625.0,-80.19289348740332,508.69545459872245,428.5025611113191,113.61559948768519,2.08e+04,1:07:34
21.8%,2182000,272750.0,-87.6464791352389,549.094543494916,461.4480643596771,122.63861446099186,2.08e+04,1:07:34
21.8%,2183000,272875.0,-104.92245009182295,527.4188897599828,422.49643966815984,117.79742240566952,2.08e+04,1:07:33
21.8%,2184000,273000.0,-108.26263877511144,567.0317532643339,458.7691144892225,126.64483630289212,2.08e+04,1:07:33
21.9%,2185000,273125.0,-100.83147363133878,524.1088463386747,423.27737270733587,117.05813416504851,2.08e+04,1:07:32
21.9%,2186000,273250.0,-129.7326922376655,533.3170136033572,403.58432136569166,119.11475062289568,2.08e+04,1:07:32
21.9%,2187000,273375.0,-71.36289499238507,549.2652998645051,477.90240487212003,122.6767523824571,2.08e+04,1:07:31
21.9%,2188000,273500.0,-96.49660196949944,550.6363340808472,454.1397321113477,122.98296875022612,2.08e+04,1:07:31
21.9%,2189000,273625.0,-94.82669434652516,544.2777543257735,449.45105997924827,121.56279909030091,2.08e+04,1:07:30
21.9%,2190000,273750.0,-103.60603350522462,540.7256730019554,437.1196394967308,120.76945241227143,2.08e+04,1:07:30
21.9%,2191000,273875.0,-132.94473927946893,567.5078794509756,434.56314017150663,126.75117765435898,2.08e+04,1:07:29
21.9%,2192000,274000.0,-103.19539058270544,528.5379298570184,425.34253927431297,118.04735664495962,2.08e+04,1:07:29
21.9%,2193000,274125.0,-84.18029859700704,571.139275410471,486.95897681346395,127.56223901766658,2.08e+04,1:07:28
21.9%,2194000,274250.0,-135.7903527467867,496.326459256096,360.53610650930926,110.85302158727627,2.08e+04,1:07:28
21.9%,2195000,274375.0,-67.69892130330553,527.6307401235883,459.93181882028284,117.8447385470762,2.08e+04,1:07:27
22.0%,2196000,274500.0,-106.29719054919937,547.905521286622,441.60833073742265,122.37304992767781,2.08e+04,1:07:27
22.0%,2197000,274625.0,-32.14467139126572,548.9857701921053,516.8410988008395,122.61432027102934,2.08e+04,1:07:27
22.0%,2198000,274750.0,-73.40534080349087,589.3400128565453,515.9346720530544,131.62731897338375,2.08e+04,1:07:26
22.0%,2199000,274875.0,-70.19419877951148,585.242587778929,515.0483889994175,130.7121714084886,2.08e+04,1:07:26
22.0%,2200000,275000.0,-44.64948296203028,551.0240227727606,506.37453981073037,123.06955785328994,2.08e+04,1:07:25
22.0%,2201000,275125.0,-66.49724502191918,543.3089208914361,476.8116758695169,121.3464130572612,2.08e+04,1:07:25
22.0%,2202000,275250.0,-54.92599766313475,533.8088644413831,478.88286677824834,119.22460402794512,2.08e+04,1:07:24
22.0%,2203000,275375.0,-76.39706071402952,515.9928012597865,439.59574054575694,115.24543991199222,2.08e+04,1:07:24
22.0%,2204000,275500.0,-100.55216090255416,547.1237305452563,446.5715696427021,122.19843931743702,2.08e+04,1:07:23
22.1%,2205000,275625.0,-67.88595945900633,576.9549661262729,509.06900666726654,128.86115604383113,2.08e+04,1:07:23
22.1%,2206000,275750.0,-59.67665682500214,517.7529437657502,458.076286940748,115.63856244570265,2.08e+04,1:07:22
22.1%,2207000,275875.0,-62.44054010143532,537.923510427712,475.4829703262767,120.14359783099596,2.08e+04,1:07:21
22.1%,2208000,276000.0,-75.02693781440084,557.0929006005707,482.06596278616985,124.4250234592645,2.08e+04,1:07:21
22.1%,2209000,276125.0,-95.60066251023179,568.5340427964486,472.9333802862168,126.98036815058659,2.08e+04,1:07:20
22.1%,2210000,276250.0,-96.58735150490978,554.9944673179745,458.4071158130647,123.95634469826562,2.08e+04,1:07:20
22.1%,2211000,276375.0,-64.50764295024175,534.7050709449329,470.19742799469117,119.42476905447536,2.08e+04,1:07:19
22.1%,2212000,276500.0,-65.13644484950831,529.251646356773,464.1152015072647,118.20676307812272,2.08e+04,1:07:19
22.1%,2213000,276625.0,-102.91514352618526,509.3334874118683,406.41834388568304,113.75810219712174,2.08e+04,1:07:18
22.1%,2214000,276750.0,-69.9444926993173,547.5665053809211,477.6220126816038,122.29733174499331,2.08e+04,1:07:18
22.1%,2215000,276875.0,-94.49680677773176,551.3041983268305,456.8073915490987,123.13213422044569,2.08e+04,1:07:17
22.2%,2216000,277000.0,-57.51107321127799,532.3564040534651,474.8453308421871,118.9002013697071,2.08e+04,1:07:16
22.2%,2217000,277125.0,-74.65623156884618,539.0547386673728,464.39850709852664,120.39625425527608,2.08e+04,1:07:16
22.2%,2218000,277250.0,-113.2046709695044,557.4409495615694,444.236278592065,124.50275914767579,2.08e+04,1:07:16
22.2%,2219000,277375.0,-83.82151649349487,565.5834337656793,481.7619172721844,126.32135849981412,2.08e+04,1:07:15
22.2%,2220000,277500.0,-88.63286266384742,516.324854580805,427.6919919169576,115.31960302233328,2.08e+04,1:07:15
22.2%,2221000,277625.0,-119.70009998477832,543.4694571232096,423.7693571384313,121.38226834169033,2.08e+04,1:07:14
22.2%,2222000,277750.0,-138.39310556228486,538.0232766765596,399.63017111427473,120.16588032255153,2.08e+04,1:07:14
22.2%,2223000,277875.0,-98.47107198732607,537.5846709083214,439.11359892099534,120.06791904366328,2.08e+04,1:07:13
22.2%,2224000,278000.0,-127.53568845858285,534.4763931924645,406.9407047338816,119.37369456638761,2.08e+04,1:07:13
22.2%,2225000,278125.0,-89.33153272467553,563.7449732047598,474.4134404800843,125.91074386413176,2.08e+04,1:07:12
22.3%,2226000,278250.0,-45.39460574419894,531.7763601810474,486.38175443684844,118.77065031573537,2.08e+04,1:07:12
22.3%,2227000,278375.0,-104.1999728118218,502.5356643005114,398.33569148868963,112.23982885493648,2.08e+04,1:07:12
22.3%,2228000,278500.0,-113.94949310366061,519.7572446123764,405.8077515087158,116.08621701030408,2.08e+04,1:07:12
22.3%,2229000,278625.0,-123.0374497130876,532.3852932638604,409.3478435507728,118.90665368794214,2.08e+04,1:07:11
22.3%,2230000,278750.0,-84.24277754517317,527.6489530407853,443.4061754956121,117.84880634734263,2.08e+04,1:07:10
22.3%,2231000,278875.0,-53.1182314776058,553.7592676439929,500.64103616638704,123.68046656690485,2.08e+04,1:07:10
22.3%,2232000,279000.0,-55.10111182979088,543.7558551676419,488.6547433378511,121.44623448334958,2.08e+04,1:07:09
22.3%,2233000,279125.0,-51.23173219887414,545.6093750968873,494.37764289801316,121.8602125836448,2.08e+04,1:07:09
22.3%,2234000,279250.0,-77.64376323925114,552.4574962460547,474.81373300680355,123.38971984126458,2.08e+04,1:07:09
22.4%,2235000,279375.0,-111.7237238787155,597.029837661029,485.30611378231345,133.34481821034052,2.08e+04,1:07:08
22.4%,2236000,279500.0,-96.28871637047232,516.4180047855184,420.12928841504606,115.3404078403344,2.08e+04,1:07:08
22.4%,2237000,279625.0,-106.81888349322648,521.3896121541173,414.57072866089084,116.45080139013784,2.08e+04,1:07:08
22.4%,2238000,279750.0,-61.6706883560951,577.3812692607652,515.7105809046701,128.95636956648198,2.08e+04,1:07:07
22.4%,2239000,279875.0,-66.62001849763058,505.9786278733167,439.3586093756861,113.00880441153373,2.08e+04,1:07:06
22.4%,2240000,280000.0,-106.13325523250583,505.8375995720885,399.7043443395827,112.97730616470662,2.08e+04,1:07:06
