#"Progress (%)","Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
5.5%,555000,69375.0,118.03770905531161,510.4757743545325,628.5134834098442,112.44711277267186,1.31e+04,2:09:46
5.6%,556000,69500.0,101.17853744707948,533.3529784449054,634.5315158919849,117.48648129417776,1.31e+04,2:09:45
5.6%,557000,69625.0,117.20832137887726,540.8951762280058,658.103497606883,119.14786937031607,1.31e+04,2:09:44
5.6%,558000,69750.0,100.54056504491857,553.7205148723307,654.2610799172493,121.97302263583519,1.31e+04,2:09:43
5.6%,559000,69875.0,102.08513361875376,547.3160880648603,649.401221683614,120.56226165628715,1.31e+04,2:09:41
5.6%,560000,70000.0,136.72310741495372,522.693213144821,659.4163205597747,115.13835844281536,1.31e+04,2:09:41
5.6%,561000,70125.0,114.8764832616311,542.6191814711094,657.4956647327405,119.5276315877045,1.31e+04,2:09:40
5.6%,562000,70250.0,140.49276026247327,514.9558986741451,655.4486589366184,113.43399025033486,1.31e+04,2:09:39
5.6%,563000,70375.0,126.72270220190296,548.1266419226007,674.8493441245037,120.74080968075494,1.31e+04,2:09:38
5.6%,564000,70500.0,117.50748147520665,545.6264548362949,663.1339363115015,120.19007087321388,1.31e+04,2:09:37
5.7%,565000,70625.0,116.54090170332204,548.1692343018416,664.7101360051636,120.75019188910323,1.31e+04,2:09:36
5.7%,566000,70750.0,129.74367841528405,567.1118069888141,696.8554854040982,124.92284358805965,1.31e+04,2:09:33
5.7%,567000,70875.0,140.81782608838438,580.3410109992416,721.1588370876259,127.83695992812335,1.31e+04,2:09:32
5.7%,568000,71000.0,115.70423220691843,536.1150898163377,651.8193220232561,118.0949165314167,1.31e+04,2:09:31
5.7%,569000,71125.0,148.22138328716062,585.4735823439522,733.6949656311128,128.9675578091731,1.31e+04,2:09:32
5.7%,570000,71250.0,106.77528140691604,512.1982394465842,618.9735208535003,112.82653572706737,1.31e+04,2:09:32
5.7%,571000,71375.0,135.48238421833227,553.434945128531,688.9173293468633,121.91011760723495,1.31e+04,2:09:30
5.7%,572000,71500.0,128.881940366633,524.107226442155,652.989166808788,115.44983593243458,1.31e+04,2:09:28
5.7%,573000,71625.0,139.29687710254558,539.1203432992467,678.4172204017923,118.75691087920025,1.31e+04,2:09:26
5.7%,574000,71750.0,133.39850458611167,572.9530357159373,706.351540302049,126.20954383596137,1.31e+04,2:09:26
5.8%,575000,71875.0,127.33211228459415,533.8626379407057,661.1947502252998,117.59874859789534,1.31e+04,2:09:25
5.8%,576000,72000.0,142.79077355462508,515.5384833167168,658.3292568713418,113.56232143526859,1.31e+04,2:09:24
5.8%,577000,72125.0,140.81568029254316,517.9185654878415,658.7342457803848,114.08660364756966,1.31e+04,2:09:22
5.8%,578000,72250.0,129.78142623311092,563.8325288029653,693.6139550360762,124.20048734217636,1.31e+04,2:09:20
5.8%,579000,72375.0,115.56578091398146,528.0750128116088,643.6407937255902,116.32385609902913,1.31e+04,2:09:20
5.8%,580000,72500.0,138.91027293765936,572.251014786829,711.1612877244884,126.05490334066258,1.31e+04,2:09:21
5.8%,581000,72625.0,118.92852989562749,550.0093539766611,668.9378838722887,121.15553168187064,1.31e+04,2:09:21
5.8%,582000,72750.0,140.7655593788568,559.5553120661862,700.3208714450429,123.25830615177236,1.31e+04,2:09:19
5.8%,583000,72875.0,141.3349449669504,568.1255772485367,709.4605222154871,125.14615592617159,1.31e+04,2:09:18
5.8%,584000,73000.0,137.4817476155392,535.095528791098,672.5772764066372,117.87032860904425,1.31e+04,2:09:18
5.8%,585000,73125.0,108.82737566398399,544.4325704441641,653.259946108148,119.92708316718765,1.31e+04,2:09:17
5.9%,586000,73250.0,153.99630232190538,524.2806359732847,678.2769382951901,115.48803441722545,1.31e+04,2:09:17
5.9%,587000,73375.0,101.7486553208578,534.5858762737333,636.3345315945911,117.7580628425298,1.31e+04,2:09:16
5.9%,588000,73500.0,115.24119847398393,524.8772214224863,640.1184198964702,115.61944968638241,1.31e+04,2:09:16
5.9%,589000,73625.0,110.47334121605039,539.8466943003901,650.3200355164405,118.91691077937455,1.31e+04,2:09:15
5.9%,590000,73750.0,121.38905877988971,524.0347511390178,645.4238099189075,115.43387114234162,1.31e+04,2:09:13
5.9%,591000,73875.0,150.07045513312326,540.5781612099821,690.6486163431053,119.07803760694314,1.31e+04,2:09:12
5.9%,592000,74000.0,109.27894183552402,549.3469629604534,658.6259047959775,121.009620825683,1.31e+04,2:09:11
5.9%,593000,74125.0,138.27191556406515,535.9789778329473,674.2508933970124,118.06493391458173,1.31e+04,2:09:11
5.9%,594000,74250.0,118.99606402567306,553.8082911590733,672.8043551847463,121.99235791188545,1.31e+04,2:09:11
6.0%,595000,74375.0,122.82480947855433,583.2555296254156,706.08033910397,128.47896728890328,1.31e+04,2:09:10
6.0%,596000,74500.0,107.46299122959266,561.7800492380169,669.2430404676095,123.74836911698696,1.31e+04,2:09:09
6.0%,597000,74625.0,141.52350231458382,517.2963401930721,658.819842507656,113.94954045788269,1.31e+04,2:09:08
6.0%,598000,74750.0,124.17176543392583,521.3281260659728,645.4998914998987,114.8376583735636,1.31e+04,2:09:08
6.0%,599000,74875.0,123.70607717559592,535.3564250281298,659.0625022037258,117.92779858129629,1.31e+04,2:09:07
6.0%,600000,75000.0,143.73880732117607,521.518783971973,665.2575912931491,114.87965631378731,1.31e+04,2:09:06
6.0%,601000,75125.0,105.93401620907649,567.1870786973445,673.121094906421,124.93942436764398,1.31e+04,2:09:05
6.0%,602000,75250.0,133.39329154764263,605.3582880198786,738.7515795675213,133.34774165711292,1.31e+04,2:09:03
6.0%,603000,75375.0,113.87930721236779,569.574942947577,683.4542501599449,125.46542080884873,1.31e+04,2:09:03
6.0%,604000,75500.0,107.74905261857946,537.4553120976927,645.2043647162722,118.39013940698321,1.31e+04,2:09:03
6.0%,605000,75625.0,130.29228091360372,497.6124351735661,627.9047160871698,109.61358878547735,1.31e+04,2:09:02
6.1%,606000,75750.0,133.42455357087982,525.4727953560829,658.8973489269626,115.75064213985443,1.31e+04,2:09:01
6.1%,607000,75875.0,152.28113484743,583.0004616932689,735.281596540699,128.42278117004767,1.31e+04,2:09:01
6.1%,608000,76000.0,148.95542870069966,567.7509483572387,716.7063770579384,125.06363303418722,1.31e+04,2:09:01
6.1%,609000,76125.0,118.3109013699815,545.5521962838019,663.8630976537834,120.17371327066736,1.31e+04,2:09:01
6.1%,610000,76250.0,116.1250112219906,536.897276730032,653.0222879520226,118.2672159127237,1.31e+04,2:09:01
6.1%,611000,76375.0,115.50250627801327,563.9582022878941,679.4607085659073,124.22817057660643,1.31e+04,2:09:00
6.1%,612000,76500.0,102.47971160151484,584.0630099583323,686.5427215598471,128.65683828027795,1.31e+04,2:09:00
6.1%,613000,76625.0,113.42353460735254,556.3632953615302,669.7868299688827,122.55517178106777,1.31e+04,2:09:00
6.1%,614000,76750.0,132.9057149585518,568.5614711359764,701.4671860945282,125.24217421260217,1.31e+04,2:08:59
6.2%,615000,76875.0,142.9293675906573,516.0346991283988,658.9640667190561,113.67162737717413,1.31e+04,2:08:59
6.2%,616000,77000.0,134.71677736324693,583.381762947285,718.0985403105319,128.50677384367637,1.31e+04,2:08:59
6.2%,617000,77125.0,149.46263026425783,520.7568302928844,670.2194605571422,114.71181388994582,1.31e+04,2:08:58
6.2%,618000,77250.0,97.54419199283876,550.2762400379937,647.8204320308325,121.21432108686065,1.31e+04,2:08:57
6.2%,619000,77375.0,120.44674959645727,542.2742604761542,662.7210100726114,119.45165272256357,1.31e+04,2:08:56
6.2%,620000,77500.0,123.61114508559783,567.7694759771587,691.3806210627565,125.06771428048962,1.31e+04,2:08:55
6.2%,621000,77625.0,149.48278610871398,567.8910104108021,717.3737965195161,125.09448576868206,1.31e+04,2:08:54
6.2%,622000,77750.0,152.65009410209578,573.2174871453278,725.8675812474236,126.26779694256798,1.31e+04,2:08:54
6.2%,623000,77875.0,128.23237301157482,560.1625395753389,688.3949125869137,123.39206564366343,1.31e+04,2:08:53
6.2%,624000,78000.0,145.4302240106776,548.1951618521562,693.6253858628338,120.75590318495821,1.31e+04,2:08:51
6.2%,625000,78125.0,159.02573057390117,559.9207686131309,718.946499187032,123.33880856856142,1.31e+04,2:08:51
6.3%,626000,78250.0,136.37255291685844,566.9667589545314,703.3393118713899,124.89089254652578,1.31e+04,2:08:51
6.3%,627000,78375.0,141.84382210385314,579.9308259199704,721.7746480238236,127.74660475323815,1.31e+04,2:08:50
6.3%,628000,78500.0,123.53565808632095,568.5774293621377,692.1130874484586,125.24568947531777,1.31e+04,2:08:49
6.3%,629000,78625.0,134.7421804709084,544.8004735426198,679.5426540135281,120.00812450799128,1.31e+04,2:08:48
6.3%,630000,78750.0,133.97361495159424,532.6293431145914,666.6029580661857,117.32707959936278,1.31e+04,2:08:47
6.3%,631000,78875.0,119.26972372662101,523.1645263202256,642.4342500468466,115.24217885594462,1.31e+04,2:08:46
6.3%,632000,79000.0,134.0427281125259,539.9492214478192,673.9919495603451,118.93949536083447,1.31e+04,2:08:45
6.3%,633000,79125.0,113.73643082528383,557.2745288895153,671.0109597147991,122.75589742649757,1.31e+04,2:08:44
6.3%,634000,79250.0,147.1062732247463,555.3962527029367,702.5025259276831,122.34215255400585,1.31e+04,2:08:43
6.3%,635000,79375.0,135.78204822292395,532.359721748382,668.1417699713058,117.26768766404439,1.31e+04,2:08:42
6.4%,636000,79500.0,173.33162255486724,565.498464881606,738.8300874364731,124.56745813984809,1.31e+04,2:08:42
6.4%,637000,79625.0,140.1104182239447,545.5657675987923,685.6761858227369,120.17670274688516,1.31e+04,2:08:41
6.4%,638000,79750.0,123.23613359566087,516.5749870956532,639.811120691314,113.79064149113557,1.31e+04,2:08:39
6.4%,639000,79875.0,121.23514426569061,522.9435513475737,644.1786956132643,115.1935027014275,1.31e+04,2:08:39
6.4%,640000,80000.0,123.26566617549409,503.62790169431526,626.8935678698093,110.93866996703628,1.31e+04,2:08:38
6.4%,641000,80125.0,146.72535984985404,525.3647965218639,672.090156371718,115.72685226048927,1.31e+04,2:08:37
6.4%,642000,80250.0,124.50692705744184,578.6318819477028,703.1388090051447,127.46047462390997,1.31e+04,2:08:37
6.4%,643000,80375.0,130.99311012514875,521.7241494396069,652.7172595647556,114.92489402154699,1.31e+04,2:08:36
6.4%,644000,80500.0,112.10081527902949,559.87001396649,671.9708292455194,123.32762838379792,1.31e+04,2:08:34
6.5%,645000,80625.0,149.41875661301333,529.3509442254953,678.7697008385086,116.60491704412276,1.31e+04,2:08:33
6.5%,646000,80750.0,138.05384095901763,542.8725386988019,680.9263796578196,119.58344087422772,1.31e+04,2:08:32
6.5%,647000,80875.0,112.37248682229627,557.0601805736698,669.4326673959661,122.70868098557048,1.31e+04,2:08:31
6.5%,648000,81000.0,155.2906757874353,516.923344467568,672.2140202550033,113.8673773180892,1.31e+04,2:08:30
6.5%,649000,81125.0,129.57165274312422,551.2321196502464,680.8037723933707,121.42488132880746,1.31e+04,2:08:30
6.5%,650000,81250.0,114.91768469539487,553.7437776914782,668.661462386873,121.97814694727073,1.31e+04,2:08:29
6.5%,651000,81375.0,108.43363813084252,540.1325708595757,648.5662089904182,118.97988339297301,1.31e+04,2:08:27
6.5%,652000,81500.0,116.46622969956536,522.9059145742594,639.3721442738248,115.1852121091881,1.31e+04,2:08:26
6.5%,653000,81625.0,114.12722755406705,562.9787929584784,677.1060205125455,124.01242723118582,1.31e+04,2:08:26
6.5%,654000,81750.0,160.6203060891571,518.558028317422,679.1783344065791,114.22746390485158,1.31e+04,2:08:25
6.5%,655000,81875.0,145.04052931267267,556.6815823483586,701.7221116610312,122.62528373250608,1.31e+04,2:08:23
6.6%,656000,82000.0,135.09488018955125,517.4943352358703,652.5892154254216,113.99315461554593,1.31e+04,2:08:22
6.6%,657000,82125.0,123.9919769041901,572.4998168520674,696.4917937562575,126.10970922038001,1.31e+04,2:08:21
6.6%,658000,82250.0,124.28494621176934,527.8804516301608,652.1653978419301,116.2809983490426,1.31e+04,2:08:20
6.6%,659000,82375.0,129.3052317566843,571.5906051018121,700.8958368584964,125.90942893020468,1.31e+04,2:08:19
6.6%,660000,82500.0,132.3407818711829,496.0187193692679,628.3595012404508,109.26252660040086,1.31e+04,2:08:17
6.6%,661000,82625.0,141.92875899015698,545.9580161921825,687.8867751823395,120.26310688990576,1.31e+04,2:08:16
6.6%,662000,82750.0,121.99643142097281,578.5979092005808,700.5943406215537,127.45299113983741,1.31e+04,2:08:16
6.6%,663000,82875.0,131.1109076655232,535.7000004808808,666.810908146404,118.00348105169414,1.31e+04,2:08:15
6.6%,664000,83000.0,130.6311744809461,583.3594158772506,713.9905903581968,128.50185125257502,1.31e+04,2:08:15
6.7%,665000,83125.0,124.888683454763,532.1446796549152,657.0333631096782,117.22031839844995,1.31e+04,2:08:13
6.7%,666000,83250.0,114.61586492354849,527.144700019761,641.7605649433094,116.11892769169964,1.31e+04,2:08:11
6.7%,667000,83375.0,119.54751739917742,511.83865817248073,631.3861755716582,112.74732750973094,1.31e+04,2:08:11
6.7%,668000,83500.0,126.30209356208931,495.69715731176746,621.9992508738568,109.1916932195438,1.31e+04,2:08:11
6.7%,669000,83625.0,124.03202572979082,512.0090698023831,636.0410955321739,112.78486561972183,1.31e+04,2:08:09
6.7%,670000,83750.0,137.74802440768633,536.487294293966,674.2353187016523,118.17690537588888,1.31e+04,2:08:07
6.7%,671000,83875.0,145.1730763646783,545.2796751066197,690.452751471298,120.11368256777595,1.31e+04,2:08:07
6.7%,672000,84000.0,122.80480383059466,567.284833294353,690.0896371249477,124.96095765628586,1.31e+04,2:08:07
6.7%,673000,84125.0,131.6527687613001,567.9261928936709,699.578961654971,125.10223573218185,1.31e+04,2:08:06
6.7%,674000,84250.0,139.19911271239704,527.6108942174399,666.8100069298368,116.22162050133717,1.31e+04,2:08:04
6.8%,675000,84375.0,130.17143531037215,550.3462538415582,680.5176891519304,121.22974366019436,1.31e+04,2:08:03
6.8%,676000,84500.0,145.63545191204093,522.4742238622752,668.1096757743161,115.09011969420564,1.31e+04,2:08:01
6.8%,677000,84625.0,142.22137279614589,514.3677187611829,656.5890915573289,113.30442654461913,1.31e+04,2:08:01
6.8%,678000,84750.0,110.74047872585818,579.4264162453073,690.1668949711656,127.6354938750732,1.31e+04,2:07:59
6.8%,679000,84875.0,105.82143188106319,549.5599434161477,655.3813752972109,121.0565359556911,1.31e+04,2:07:58
6.8%,680000,85000.0,106.99667571936628,581.0480306825644,688.0447064019307,127.99270154419443,1.31e+04,2:07:57
6.8%,681000,85125.0,127.89571491906176,516.1193101494807,644.0150250685425,113.69026541154794,1.31e+04,2:07:55
6.8%,682000,85250.0,95.59856893537781,528.2422190187411,623.8407879541189,116.36068812157414,1.31e+04,2:07:54
6.8%,683000,85375.0,127.50765932935701,564.0867954379838,691.5944547673408,124.25649695207099,1.31e+04,2:07:53
6.8%,684000,85500.0,116.99703833750382,519.0809453914608,636.0779837289646,114.34265157515686,1.31e+04,2:07:51
6.8%,685000,85625.0,79.32918654885069,511.60262639575916,590.9318129446099,112.69533465688987,1.31e+04,2:07:51
6.9%,686000,85750.0,104.74514990398683,543.1589116379682,647.9040615419551,119.64652282993109,1.31e+04,2:07:49
6.9%,687000,85875.0,137.23530624568076,532.1849310305721,669.4202372762529,117.22918493277955,1.31e+04,2:07:47
6.9%,688000,86000.0,146.87036908275988,523.6385493572589,670.5089184400188,115.34659619478802,1.31e+04,2:07:46
6.9%,689000,86125.0,141.79073517209173,516.5249978643309,658.3157330364227,113.77962991132256,1.31e+04,2:07:44
6.9%,690000,86250.0,101.43489208449762,576.896366741619,678.3312588261166,127.07817700294264,1.31e+04,2:07:43
6.9%,691000,86375.0,121.74454786027893,533.2798203326512,655.0243681929301,117.47036609554904,1.31e+04,2:07:42
6.9%,692000,86500.0,134.77146216301762,550.2607183968448,685.0321805598625,121.21090199467181,1.31e+04,2:07:41
6.9%,693000,86625.0,118.5540209916675,569.3451159845774,687.8991369762449,125.41479474640866,1.31e+04,2:07:40
6.9%,694000,86750.0,108.59797883946574,541.6372492657327,650.2352281051985,119.31133250559287,1.31e+04,2:07:38
7.0%,695000,86875.0,105.95983029321057,505.4917261414066,611.4515564346171,111.34923142424852,1.31e+04,2:07:37
7.0%,696000,87000.0,111.7369722563991,520.4084521192908,632.1454243756899,114.63507348081838,1.31e+04,2:07:35
7.0%,697000,87125.0,111.04847285698575,521.2378597394963,632.2863325964821,114.81777459395482,1.31e+04,2:07:33
7.0%,698000,87250.0,104.38389617276943,540.6544643249163,645.0383604976857,119.09484558373843,1.31e+04,2:07:33
7.0%,699000,87375.0,137.34128776200785,549.8919259274955,687.2332136895034,121.12966474410284,1.31e+04,2:07:32
7.0%,700000,87500.0,118.37243738815849,572.6362916487376,691.008729036896,126.13977175737543,1.31e+04,2:07:30
7.0%,701000,87625.0,105.5024799849916,562.4410809547628,667.9435609397544,123.89398054799605,1.31e+04,2:07:28
7.0%,702000,87750.0,115.003680627981,539.2767834485394,654.2804640765204,118.79137136487549,1.31e+04,2:07:28
7.0%,703000,87875.0,115.17036797718046,536.7139292049853,651.8842971821658,118.22682829618776,1.31e+04,2:07:26
7.0%,704000,88000.0,116.00326738383224,571.2540459564935,687.2573133403258,125.83529200526213,1.31e+04,2:07:25
7.0%,705000,88125.0,102.04108345184866,554.276989967975,656.3180734198237,122.09560243487508,1.31e+04,2:07:25
7.1%,706000,88250.0,123.03095878917487,541.7120729321696,664.7430317213444,119.3278145908956,1.31e+04,2:07:23
7.1%,707000,88375.0,92.09616936015395,501.0765116221727,593.1726809823266,110.37665221500474,1.31e+04,2:07:22
7.1%,708000,88500.0,126.69640802777116,542.7631431574495,669.4595511852206,119.55934332955806,1.31e+04,2:07:22
7.1%,709000,88625.0,110.68132823257827,554.0098049225079,664.6911331550862,122.03674716994736,1.31e+04,2:07:22
7.1%,710000,88750.0,151.48374306248712,571.825693555103,723.3094366175901,125.96121398866741,1.31e+04,2:07:21
7.1%,711000,88875.0,124.4403436266382,523.8342904000039,648.274634026642,115.38971384348666,1.31e+04,2:07:21
7.1%,712000,89000.0,136.66429406963192,574.9663538097941,711.6306478794261,126.65303560995089,1.31e+04,2:07:20
7.1%,713000,89125.0,107.01612467754684,507.8450744224056,614.8611990999525,111.86762472093625,1.31e+04,2:07:18
7.1%,714000,89250.0,115.82406773072528,545.4953350541755,661.3194027849007,120.16118793367507,1.31e+04,2:07:17
7.2%,715000,89375.0,110.6861243537565,563.2575950120047,673.9437193657611,124.07384147947951,1.31e+04,2:07:16
7.2%,716000,89500.0,104.42954929210518,544.6009877636694,649.0305370557746,119.96418197240173,1.31e+04,2:07:15
7.2%,717000,89625.0,112.40118742052643,543.6646465686822,656.0658339892086,119.75792563422475,1.31e+04,2:07:13
7.2%,718000,89750.0,120.78648097211156,524.7504028424545,645.5368838145661,115.59151421150403,1.31e+04,2:07:12
7.2%,719000,89875.0,124.85658007759778,554.5357398999099,679.3923199775077,122.15259962110392,1.31e+04,2:07:09
7.2%,720000,90000.0,130.29778023435256,547.7146783159129,678.0124585502655,120.65006273356035,1.31e+04,2:07:08
7.2%,721000,90125.0,139.9434509817222,553.8997605194945,693.8432115012167,122.01250669465489,1.31e+04,2:07:08
7.2%,722000,90250.0,117.0383367937388,499.8667992540124,616.9051360477512,110.11017793763669,1.31e+04,2:07:07
7.2%,723000,90375.0,128.98624782663367,545.3080297629588,674.2942775895924,120.11992850421244,1.31e+04,2:07:05
7.2%,724000,90500.0,128.96479636215662,557.5971363599311,686.5619327220877,122.82696108990652,1.31e+04,2:07:05
7.2%,725000,90625.0,127.75096525013745,549.0118297468048,676.7627949969423,120.93579800359772,1.31e+04,2:07:04
7.3%,726000,90750.0,115.95508432840406,529.544999310016,645.50008363842,116.64766331156476,1.31e+04,2:07:04
7.3%,727000,90875.0,103.077389816719,544.2596243533497,647.3370141700688,119.88898676858385,1.31e+04,2:07:04
7.3%,728000,91000.0,133.6991580200181,572.8297127844827,706.5288708045008,126.18237837919064,1.31e+04,2:07:03
7.3%,729000,91125.0,116.57047277220421,544.5570013967655,661.1274741689697,119.95449269779127,1.31e+04,2:07:02
7.3%,730000,91250.0,124.72288581415265,528.2569552730336,652.9798410871862,116.36393420950135,1.31e+04,2:07:01
7.3%,731000,91375.0,105.67457886803814,534.727914108597,640.4024929766351,117.78935080022984,1.31e+04,2:07:01
7.3%,732000,91500.0,103.92344255024831,535.0252154347195,638.9486579849678,117.8548400505047,1.31e+04,2:07:01
7.3%,733000,91625.0,128.95290108804858,539.0105132995437,667.9634143875924,118.73271763246287,1.31e+04,2:06:59
7.3%,734000,91750.0,101.5515124958317,564.7798314397292,666.3313439355609,124.40915825620891,1.31e+04,2:06:58
7.3%,735000,91875.0,161.09157026408468,532.8721878068216,693.9637580709062,117.38057319468173,1.31e+04,2:06:57
7.4%,736000,92000.0,119.62514810580475,484.73978458736974,604.3649326931745,106.77801369089134,1.31e+04,2:06:55
7.4%,737000,92125.0,115.1382488142248,568.2851115430127,683.4233603572375,125.18129798717287,1.31e+04,2:06:53
7.4%,738000,92250.0,97.0326077534753,594.3845051352212,691.4171128886965,130.93044731413613,1.31e+04,2:06:52
7.4%,739000,92375.0,118.33495912176139,571.6131108821274,689.9480700038888,125.91438648185412,1.31e+04,2:06:51
7.4%,740000,92500.0,136.1787416972793,523.4385826086225,659.6173243059018,115.30254771165848,1.31e+04,2:06:50
7.4%,741000,92625.0,123.11870594738794,526.1296691687406,649.2483751161286,115.89533767174865,1.31e+04,2:06:49
7.4%,742000,92750.0,148.74263281542991,542.4137653586824,691.1563981741124,119.48238272395851,1.31e+04,2:06:47
7.4%,743000,92875.0,127.61811224751804,526.7576425474306,654.3757547949486,116.03366704383505,1.31e+04,2:06:46
7.4%,744000,93000.0,128.23569334139495,522.3778300300625,650.6135233714574,115.06888615352466,1.31e+04,2:06:45
7.5%,745000,93125.0,110.96226472066019,527.1072604810913,638.0695252017515,116.1106805461181,1.31e+04,2:06:43
7.5%,746000,93250.0,119.6148007007957,541.9106291806949,661.5254298814906,119.37155237041681,1.31e+04,2:06:42
7.5%,747000,93375.0,120.235671656092,538.2483371655178,658.4840088216098,118.56482620646166,1.31e+04,2:06:41
7.5%,748000,93500.0,131.13541886710038,571.1570661004124,702.2924849675128,125.81392937580685,1.31e+04,2:06:40
7.5%,749000,93625.0,144.71194187052157,559.8603065031702,704.5722483736918,123.3254900331112,1.31e+04,2:06:40
7.5%,750000,93750.0,131.17173892121212,533.895041423131,665.0667803443432,117.60588640584933,1.31e+04,2:06:39
7.5%,751000,93875.0,133.19029864651404,513.5064600102273,646.6967586567414,113.11470929502465,1.31e+04,2:06:38
7.5%,752000,94000.0,90.53083961662172,509.35687113363946,599.8877107502611,112.20064184695445,1.31e+04,2:06:36
7.5%,753000,94125.0,126.67272532675915,548.2651992702789,674.9379245970381,120.7713309600841,1.31e+04,2:06:36
7.5%,754000,94250.0,99.75553227556122,573.4636508024911,673.2191830780523,126.32202163629132,1.31e+04,2:06:35
7.5%,755000,94375.0,133.2628703405082,550.822834969091,684.0857053095992,121.33472449275348,1.31e+04,2:06:33
7.6%,756000,94500.0,140.98272574682426,574.2934401659711,715.2761659127954,126.50480683946927,1.31e+04,2:06:32
7.6%,757000,94625.0,128.55784565189185,568.3120987488835,696.8699444007754,125.18724270293497,1.31e+04,2:06:31
7.6%,758000,94750.0,127.71646011669687,532.223918123134,659.9403782398309,117.23777297204455,1.31e+04,2:06:31
7.6%,759000,94875.0,126.3638205299302,493.10136339587586,619.4651839258061,108.61989423150375,1.31e+04,2:06:30
7.6%,760000,95000.0,129.40322349200153,528.5649906860307,657.9682141780322,116.43178795411256,1.31e+04,2:06:30
7.6%,761000,95125.0,112.99492364235792,562.5547555520442,675.5496791944021,123.9190206789916,1.31e+04,2:06:29
7.6%,762000,95250.0,138.50438257063948,553.6702616991702,692.1746442698096,121.96195291516783,1.31e+04,2:06:28
7.6%,763000,95375.0,128.97064712475202,594.3349099117548,723.3055570365068,130.9195225259948,1.31e+04,2:06:27
7.6%,764000,95500.0,158.96803040556597,558.677100151656,717.6451305572219,123.06485447560544,1.31e+04,2:06:25
7.7%,765000,95625.0,126.52249898447836,530.3631117098112,656.8856106942895,116.82787632440912,1.31e+04,2:06:25
7.7%,766000,95750.0,103.24604543965964,533.2251926567876,636.4712380964472,117.45833276363214,1.31e+04,2:06:24
7.7%,767000,95875.0,105.21151282588717,572.4787240037049,677.6902368295921,126.10506290802265,1.31e+04,2:06:25
7.7%,768000,96000.0,137.84034614379138,598.7004941689454,736.5408403127368,131.8811692288332,1.31e+04,2:06:25
7.7%,769000,96125.0,143.45958349737782,554.7478311124751,698.2074146098529,122.19931886949051,1.31e+04,2:06:24
7.7%,770000,96250.0,114.88491879692869,543.5337266665945,658.4186454635231,119.72908672406714,1.31e+04,2:06:23
7.7%,771000,96375.0,134.08839003876227,522.5780467166732,656.6664367554354,115.11298969275089,1.31e+04,2:06:22
7.7%,772000,96500.0,123.89943811247838,528.0716169153131,651.9710550277915,116.32310805425814,1.31e+04,2:06:22
7.7%,773000,96625.0,130.07034348284802,559.2071883014075,689.2775317842555,123.18162178357406,1.31e+04,2:06:20
7.7%,774000,96750.0,127.42061163007453,540.3072190370357,667.7278306671102,119.01835472558662,1.31e+04,2:06:19
7.8%,775000,96875.0,137.78178904996827,559.8584957880416,697.6402848380098,123.32509117052359,1.31e+04,2:06:18
7.8%,776000,97000.0,132.97214395514166,564.3752015059755,697.3473454611171,124.32002676343724,1.31e+04,2:06:17
7.8%,777000,97125.0,139.83023969458048,587.374433239358,727.2046729339386,129.3862754168206,1.31e+04,2:06:17
7.8%,778000,97250.0,134.0140246973614,566.1287651270732,700.1427898244345,124.70630007191099,1.31e+04,2:06:16
7.8%,779000,97375.0,107.27967943762137,538.6425914316235,645.9222708692448,118.65167215713963,1.31e+04,2:06:15
7.8%,780000,97500.0,154.29018468830586,509.3045135740645,663.5946982623703,112.18910857407101,1.31e+04,2:06:14
7.8%,781000,97625.0,111.58624234585392,572.2389861632452,683.8252285090991,126.05225368702455,1.31e+04,2:06:14
7.8%,782000,97750.0,153.12813110246864,544.9202611873242,698.0483922897928,120.0345112151957,1.31e+04,2:06:13
7.8%,783000,97875.0,116.27307378994274,585.0906335948439,701.3637073847866,128.88320222690953,1.31e+04,2:06:11
7.8%,784000,98000.0,143.10185663716348,572.9156565247779,716.0175131619413,126.20130998367138,1.31e+04,2:06:10
7.8%,785000,98125.0,117.28824734658033,524.3242517648362,641.6124991114165,115.49764206185357,1.31e+04,2:06:09
7.9%,786000,98250.0,147.83879860243897,539.725294241561,687.5640928439999,118.890168891137,1.31e+04,2:06:08
7.9%,787000,98375.0,151.58946689600475,573.1544059469813,724.7438728429861,126.25390147684628,1.31e+04,2:06:07
7.9%,788000,98500.0,144.16295666341537,549.4930896504127,693.656046313828,121.04180947245223,1.31e+04,2:06:06
7.9%,789000,98625.0,95.50269244102483,573.6026375148805,669.1053299559053,126.35263749566627,1.31e+04,2:06:05
7.9%,790000,98750.0,123.7209002149547,554.3537468269308,678.0746470418854,122.11251036196717,1.31e+04,2:06:04
7.9%,791000,98875.0,120.30310070777195,512.8330337795322,633.1361344873042,112.96636761239965,1.31e+04,2:06:03
7.9%,792000,99000.0,108.80378149164282,526.1796434275544,634.9834249191972,115.90634595343188,1.31e+04,2:06:02
7.9%,793000,99125.0,113.27442447428685,527.0995150001241,640.373939474411,116.10897437901762,1.31e+04,2:06:02
7.9%,794000,99250.0,123.84285216292528,530.5818738251085,654.4247259880337,116.87606503283574,1.31e+04,2:06:00
