#"Progress (%)","Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
41.5%,4155000,519375.0,129.8208830622778,556.2730280738922,686.0939111361699,122.53528778973528,782,22:24:40
41.6%,4156000,519500.0,148.63658179474692,595.0782490035797,743.7148307983266,131.08326454645103,783,22:24:07
41.6%,4157000,519625.0,132.65245008043365,513.8741631006407,646.5266131810743,113.19570657824902,783,22:23:35
41.6%,4158000,519750.0,115.42377540548594,546.5024838108601,661.926259216346,120.38304169346411,783,22:23:02
41.6%,4159000,519875.0,133.0956959731686,520.5478258718107,653.6435218449793,114.66577459702114,783,22:22:30
41.6%,4160000,520000.0,116.97637729722733,550.7149457436979,667.6913230409252,121.31095875791507,783,22:21:57
41.6%,4161000,520125.0,96.6994645281023,534.3042779314544,631.0037424595567,117.6960326304382,784,22:21:25
41.6%,4162000,520250.0,148.0989322226646,553.3618447920389,701.4607770147036,121.89401513539553,784,22:20:53
41.6%,4163000,520375.0,128.5584394500363,520.9509555729691,649.5093950230054,114.75457561999914,784,22:20:20
41.6%,4164000,520500.0,107.98656668547653,564.9084739690196,672.8950406544961,124.43749550887634,784,22:19:48
41.6%,4165000,520625.0,138.41460029812777,590.5518033388903,728.9664036370181,130.08618344743064,784,22:19:15
41.7%,4166000,520750.0,150.94512656531128,544.0953085900982,695.0404351554095,119.85279145023786,784,22:18:43
41.7%,4167000,520875.0,129.07483759383967,512.9066582812202,641.9814958750599,112.98258554684446,785,22:18:11
41.7%,4168000,521000.0,110.15535968323701,562.6969762280071,672.8523359112442,123.95034891275319,785,22:17:38
41.7%,4169000,521125.0,87.05114140618628,572.8053840322289,659.8565254384151,126.17701926503527,785,22:17:06
41.7%,4170000,521250.0,148.18082739162557,543.5100533506298,691.6908807422554,119.7238719887874,785,22:16:34
41.7%,4171000,521375.0,135.99153157775447,540.0039922139688,675.9955237917233,118.95156021254196,785,22:16:01
41.7%,4172000,521500.0,129.74253844840388,540.2260937082286,669.9686321566326,119.0004845161558,786,22:15:29
41.7%,4173000,521625.0,112.80246364131119,557.9360333905082,670.7384970318194,122.90161300196603,786,22:14:57
41.7%,4174000,521750.0,117.06855581988253,529.788126199105,646.8566820189876,116.70121906893645,786,22:14:25
41.8%,4175000,521875.0,123.27692993170558,543.0436733066055,666.320603238311,119.62113824109557,786,22:13:52
41.8%,4176000,522000.0,134.77590006032722,537.5755513937153,672.3514514540425,118.41662560350574,786,22:13:20
41.8%,4177000,522125.0,141.85581711021086,559.1482938203906,701.0041109306014,123.16864856392034,786,22:12:48
41.8%,4178000,522250.0,137.30076718911573,534.3326066541329,671.6333738432486,117.70227285423286,787,22:12:16
41.8%,4179000,522375.0,127.27638658060245,528.0032303643111,655.2796169449135,116.30804393055438,787,22:11:44
41.8%,4180000,522500.0,122.52082989003847,552.5380271449601,675.0588570349986,121.7125453761649,787,22:11:12
41.8%,4181000,522625.0,119.28657404511634,546.7478050410987,666.034379086215,120.43708081819446,787,22:10:39
41.8%,4182000,522750.0,139.34007261995663,542.7195807849811,682.0596534049378,119.54974745203421,787,22:10:07
41.8%,4183000,522875.0,125.39301580556557,538.5473766056945,663.9403924112601,118.63069832682925,788,22:09:35
41.8%,4184000,523000.0,142.84400902423153,550.3883070231203,693.2323160473518,121.2390070945964,788,22:09:03
41.9%,4185000,523125.0,134.00051113609635,542.8075767170384,676.8080878531348,119.56913111134321,788,22:08:31
41.9%,4186000,523250.0,152.61897020937334,550.9557175079219,703.5746877172953,121.36399573064588,788,22:07:59
41.9%,4187000,523375.0,137.8171269914891,498.6085753494335,636.4257023409226,109.83301758566829,788,22:07:27
41.9%,4188000,523500.0,128.7592604479666,516.2388687068865,644.9981291548531,113.71660165562248,788,22:06:55
41.9%,4189000,523625.0,142.01929169012237,508.44513827571683,650.4644299658391,111.99980620960613,789,22:06:23
41.9%,4190000,523750.0,117.60051742738511,545.6506799141885,663.2511973415735,120.19540715008083,789,22:05:51
41.9%,4191000,523875.0,104.63080954789078,546.5741617021557,651.2049712500465,120.39883083044327,789,22:05:19
41.9%,4192000,524000.0,117.82207785928176,553.764595089692,671.5866729489737,121.98273258373416,789,22:04:47
41.9%,4193000,524125.0,135.68498514077714,526.8229801525259,662.5079652933031,116.04805954866596,789,22:04:15
41.9%,4194000,524250.0,117.09305416772737,557.4359887369327,674.5290429046601,122.79146364644946,790,22:03:43
42.0%,4195000,524375.0,114.96418155437769,529.7111133262722,644.6752948806499,116.68425474735365,790,22:03:11
42.0%,4196000,524500.0,151.89723378701132,512.1482991336879,664.0455329206993,112.8155349229582,790,22:02:39
42.0%,4197000,524625.0,149.80247341706198,480.07772622313803,629.8801996402,105.75105995680198,790,22:02:07
42.0%,4198000,524750.0,134.38776649792757,522.0939742447274,656.481740742655,115.00635867404709,790,22:01:35
42.0%,4199000,524875.0,126.7808792215847,532.3474663259723,659.1283455475569,117.26498805137908,790,22:01:03
42.0%,4200000,525000.0,116.87194724077062,555.6439288441294,672.5158760849,122.39671041625702,791,22:00:32
42.0%,4201000,525125.0,116.42688046778059,598.7877454155347,715.2146258833153,131.90038884954328,791,22:00:00
42.0%,4202000,525250.0,118.94736800865718,522.547763338467,641.4951313471242,115.1063188993159,791,21:59:28
42.0%,4203000,525375.0,121.96641796303771,521.6464359061091,643.6128538691469,114.90777535910657,791,21:58:56
42.0%,4204000,525500.0,107.07717746526308,527.9761833305166,635.0533607957797,116.30208603595477,791,21:58:24
42.0%,4205000,525625.0,148.02707825380975,554.9539037971695,702.9809820509793,122.24471236234432,791,21:57:52
42.1%,4206000,525750.0,101.52818592808364,528.9932564548913,630.5214423829749,116.52612592591667,792,21:57:21
42.1%,4207000,525875.0,124.63532317035416,535.350200512481,659.9855236828352,117.92642745097379,792,21:56:49
42.1%,4208000,526000.0,117.62052145850136,567.9924146587746,685.6129361172759,125.11682299892932,792,21:56:17
42.1%,4209000,526125.0,110.95472326266986,564.4446425026197,675.3993657652895,124.33532315941326,792,21:55:45
42.1%,4210000,526250.0,98.63379147227678,524.7085462423424,623.3423377146192,115.5822940798748,792,21:55:14
42.1%,4211000,526375.0,150.36151102612212,514.643022599151,665.0045336252731,113.36507020935305,793,21:54:42
42.1%,4212000,526500.0,133.25156302741078,541.4257041991723,674.6772672265831,119.26473356172309,793,21:54:10
42.1%,4213000,526625.0,94.13310693426448,553.6216709224144,647.7547778566789,121.95124938558216,793,21:53:39
42.1%,4214000,526750.0,108.86140306191001,578.3734920941677,687.2348951560776,127.40355675540482,793,21:53:07
42.1%,4215000,526875.0,119.81766694535908,514.1782219478506,633.9958888932097,113.26268436877193,793,21:52:35
42.2%,4216000,527000.0,116.4769369482668,551.7630563872475,668.2399933355143,121.54183556275952,793,21:52:04
42.2%,4217000,527125.0,125.1299053418073,532.821112646502,657.9510179883093,117.36932240747328,794,21:51:32
42.2%,4218000,527250.0,120.14365956312695,504.77773744155917,624.9213970046861,111.19195467991786,794,21:51:01
42.2%,4219000,527375.0,152.55082570351655,507.73370057694143,660.284526280458,111.84309139733892,794,21:50:29
42.2%,4220000,527500.0,109.12958431133517,526.6114684192688,635.741052730604,116.00146794742419,794,21:49:57
42.2%,4221000,527625.0,125.1251552150414,583.2738715070803,708.3990267221218,128.48300762096142,794,21:49:26
42.2%,4222000,527750.0,133.4063443517649,525.5126694468087,658.9190137985736,115.75942556622215,795,21:48:54
42.2%,4223000,527875.0,134.36663313142157,592.0936594821511,726.4602926135726,130.42582203623482,795,21:48:23
42.2%,4224000,528000.0,145.39968265183842,577.4124135252332,722.8120961770717,127.19185129227876,795,21:47:51
42.2%,4225000,528125.0,154.8097233499512,556.3187415161555,711.1284648661067,122.54535750284538,795,21:47:20
42.3%,4226000,528250.0,127.04090480132894,563.1628017637742,690.2037065651031,124.05296051389924,795,21:46:49
42.3%,4227000,528375.0,129.23686761281158,512.4001715409365,641.6370391537481,112.87101713466161,795,21:46:17
42.3%,4228000,528500.0,136.78106019412658,535.2740242711309,672.0550844652574,117.9096474217696,796,21:45:46
42.3%,4229000,528625.0,117.69109455097207,528.4703958446795,646.1614903956515,116.41095069340889,796,21:45:14
42.3%,4230000,528750.0,126.65200340134307,561.6761225170842,688.3281259184273,123.72547623882132,796,21:44:43
42.3%,4231000,528875.0,116.96057969095096,506.71197955304496,623.6725592439959,111.61802767253911,796,21:44:12
42.3%,4232000,529000.0,125.88973543335705,610.0995732527781,735.9893086861351,134.39214740965892,796,21:43:40
42.3%,4233000,529125.0,120.95322921963684,533.2150488908281,654.1682781104649,117.45609830461942,797,21:43:09
42.3%,4234000,529250.0,177.85338118689356,550.6311355267667,728.4845167136602,121.29249712390967,797,21:42:37
42.4%,4235000,529375.0,134.90864740435885,574.5178581128725,709.4265055172314,126.55424140904378,797,21:42:06
42.4%,4236000,529500.0,131.47377256423007,574.5442940890453,706.0180666532754,126.56006470045797,797,21:41:35
42.4%,4237000,529625.0,125.26659375792234,526.9827844443287,652.249378202251,116.08326108441878,797,21:41:04
42.4%,4238000,529750.0,120.30358167304666,505.7689763684092,626.0725580414559,111.4103038376876,797,21:40:32
42.4%,4239000,529875.0,120.52398897456378,535.8690065271994,656.3929955017632,118.04070954108461,798,21:40:01
42.4%,4240000,530000.0,115.6452571588571,531.5166870579288,647.161944216786,117.08198479297569,798,21:39:30
42.4%,4241000,530125.0,121.64673816157655,539.726213486389,661.3729516479656,118.89037138150391,798,21:38:59
42.4%,4242000,530250.0,104.3557530672464,555.0937787202588,659.4495317875052,122.27552387591825,798,21:38:27
42.4%,4243000,530375.0,118.19594393347464,552.1642810372505,670.3602249707251,121.63021694290063,798,21:37:56
42.4%,4244000,530500.0,131.29693285586154,562.0909585360488,693.3878913919103,123.81685591823052,799,21:37:25
42.5%,4245000,530625.0,118.51932976284542,555.1110055696214,673.6303353324668,122.27931858973291,799,21:36:54
42.5%,4246000,530750.0,119.09004333911182,536.6196258635682,655.7096692026801,118.20605524680931,799,21:36:23
42.5%,4247000,530875.0,107.03235299332886,556.4955129224716,663.5278659158005,122.58429653827002,799,21:35:52
42.5%,4248000,531000.0,107.11796314259045,526.5444341926503,633.6623973352408,115.98670171243542,799,21:35:20
42.5%,4249000,531125.0,131.17177230126015,521.3260185818184,652.4977908830786,114.83719413898032,799,21:34:49
42.5%,4250000,531250.0,124.95367383576875,576.3102548515034,701.2639286872721,126.94906883931122,800,21:34:18
42.5%,4251000,531375.0,111.85918425467649,528.2521599721225,640.111344226799,116.36287790522717,800,21:33:47
42.5%,4252000,531500.0,109.55971477161025,566.3385816651955,675.8982964368058,124.75251825719832,800,21:33:16
42.5%,4253000,531625.0,88.82699068007976,533.9638460928602,622.79083677294,117.62104263234433,800,21:32:45
42.5%,4254000,531750.0,133.81336757229218,548.3887244932538,682.2020920655459,120.79854097743643,800,21:32:14
42.5%,4255000,531875.0,98.2275040762882,565.4206890670587,663.6481931433468,124.55032575819796,801,21:31:43
42.6%,4256000,532000.0,94.2972741731029,551.5197248760819,645.8169990491848,121.48823473143352,801,21:31:12
42.6%,4257000,532125.0,109.95135757016025,522.811319732518,632.7626773026782,115.16437484839847,801,21:30:41
42.6%,4258000,532250.0,107.37540579125547,567.4134236746689,674.7888294659244,124.9892834216273,801,21:30:10
42.6%,4259000,532375.0,105.37607111355318,560.9420346386369,666.31810575219,123.56377206675322,801,21:29:39
42.6%,4260000,532500.0,104.5722887438203,551.5512482966292,656.1235370404495,121.49517868020317,801,21:29:08
42.6%,4261000,532625.0,131.65651873122982,552.7661565318688,684.4226752630987,121.76279749817581,802,21:28:37
42.6%,4262000,532750.0,131.99556756410237,560.4137284962293,692.4092960603316,123.44739729764902,802,21:28:06
42.6%,4263000,532875.0,146.91124026423995,535.3246330917319,682.2358733559719,117.92079548411323,802,21:27:35
42.6%,4264000,533000.0,149.00601415315944,544.0194346079338,693.0254487610932,119.83607800239652,802,21:27:04
42.6%,4265000,533125.0,126.09712309488017,546.3162352737509,672.4133583686311,120.34201504478024,802,21:26:33
42.7%,4266000,533250.0,150.5859046544207,536.4234113500909,687.0093160045116,118.16283330243297,803,21:26:02
42.7%,4267000,533375.0,96.23814820606012,573.6847661044084,669.9229143104685,126.37072870240412,803,21:25:31
42.7%,4268000,533500.0,130.86628684362273,546.9270956446376,677.7933824882602,120.47657477996123,803,21:25:00
42.7%,4269000,533625.0,101.6399807630254,581.7269350372732,683.3669158002986,128.14224994271015,803,21:24:29
42.7%,4270000,533750.0,134.77594895348807,516.7664003744173,651.5423493279054,113.83280582414548,803,21:23:59
42.7%,4271000,533875.0,115.19966502177101,562.6433639560073,677.8430289777783,123.93853925302315,803,21:23:28
42.7%,4272000,534000.0,138.3472367494357,573.5937184209491,711.9409551703848,126.35067280623043,804,21:22:57
42.7%,4273000,534125.0,116.06230772869563,511.9304066625027,627.9927143911983,112.76753777890046,804,21:22:26
42.7%,4274000,534250.0,110.28487676552784,547.0145230041849,657.2993997697127,120.49583319466439,804,21:21:56
42.8%,4275000,534375.0,97.17543407923452,544.4763414945475,641.651775573782,119.93672501208196,804,21:21:25
42.8%,4276000,534500.0,141.18761255825774,525.0866332827686,666.2742458410264,115.66557872962423,804,21:20:54
42.8%,4277000,534625.0,143.02828586306651,556.4937624935382,699.5220483566047,122.58391095546754,805,21:20:24
42.8%,4278000,534750.0,145.40152289777527,534.1689776717266,679.5705005695019,117.66622881931116,805,21:19:53
42.8%,4279000,534875.0,114.16630389461389,584.1755856809865,698.3418895756004,128.68163635222714,805,21:19:22
42.8%,4280000,535000.0,121.34999076738222,520.8415429861611,642.1915337535434,114.73047432057294,805,21:18:51
42.8%,4281000,535125.0,133.17874389932672,525.7991526118235,658.9778965111502,115.82253180236945,805,21:18:21
42.8%,4282000,535250.0,148.5330568719652,521.3484715934657,669.8815284654308,114.8421400667983,805,21:17:50
42.8%,4283000,535375.0,147.9604555274624,523.4925172582371,671.4529727856994,115.31442838441954,806,21:17:19
42.8%,4284000,535500.0,153.695340985116,547.1539771643651,700.8493181494811,120.52655202298925,806,21:16:49
42.9%,4285000,535625.0,119.81738264318014,550.8305002096,670.6478828527802,121.336412984563,806,21:16:18
42.9%,4286000,535750.0,143.73158851978667,533.4361308166574,677.1677193364441,117.50479801867961,806,21:15:47
42.9%,4287000,535875.0,118.94837667863911,568.8903872006739,687.838763879313,125.31462752709402,806,21:15:17
42.9%,4288000,536000.0,122.74002127268085,583.8715229297117,706.6115442023925,128.61465770172057,807,21:14:46
42.9%,4289000,536125.0,140.18045733738762,516.0337683172125,656.2142256546001,113.67142233898097,807,21:14:16
42.9%,4290000,536250.0,113.83140612412234,525.9591103570258,639.7905164811482,115.85776714068962,807,21:13:45
42.9%,4291000,536375.0,108.5246883102425,545.7971276905084,654.3218160007509,120.22766652544487,807,21:13:15
42.9%,4292000,536500.0,128.89841458218584,535.7264889414132,664.6249035235991,118.00931590431261,807,21:12:44
42.9%,4293000,536625.0,127.37230281053405,548.5568753391142,675.9291781496482,120.8355810840922,807,21:12:13
42.9%,4294000,536750.0,128.67500830308703,571.8723085250373,700.5473168281243,125.97148228942609,808,21:11:43
43.0%,4295000,536875.0,135.4357356182055,541.4480341151203,676.8837697333258,119.2696523741388,808,21:11:13
43.0%,4296000,537000.0,159.00584756226638,572.8739315867604,731.8797791490267,126.19211885444173,808,21:10:42
43.0%,4297000,537125.0,136.38946983408087,546.7410937908088,683.1305636248896,120.43560247043321,808,21:10:12
43.0%,4298000,537250.0,113.33108933013769,541.901705258895,655.2327945890328,119.36958661750276,808,21:09:41
43.0%,4299000,537375.0,134.0933602117534,562.0582012822423,696.1515614939957,123.8096401818568,809,21:09:11
43.0%,4300000,537500.0,133.82520307407069,548.6720294860878,682.4972325601585,120.86094712887143,809,21:08:41
43.0%,4301000,537625.0,139.63921073168007,574.1339626597963,713.7731733914763,126.46967728774037,809,21:08:11
43.0%,4302000,537750.0,120.4125854319614,546.1553145409612,666.5678999729225,120.3065675804802,809,21:07:40
43.0%,4303000,537875.0,115.36455132068625,528.1908722327798,643.5554235534661,116.34937750093049,809,21:07:10
43.0%,4304000,538000.0,114.85765681494358,533.8599813678593,648.7176381828028,117.59816341058293,809,21:06:40
43.0%,4305000,538125.0,133.99936775545882,518.2932028199292,652.292570575388,114.16912839888303,810,21:06:09
43.1%,4306000,538250.0,142.4337379975721,570.0406461528981,712.4743841504703,125.56800546316177,810,21:05:39
43.1%,4307000,538375.0,115.9110475884334,598.6010231181072,714.5120707065405,131.859257841392,810,21:05:09
43.1%,4308000,538500.0,103.86704494251748,545.6725920936768,649.5396370361943,120.20023394391085,810,21:04:38
43.1%,4309000,538625.0,127.02433593240951,564.2574817069694,691.2818176393789,124.29409555929509,810,21:04:08
43.1%,4310000,538750.0,136.49673963884015,502.915751211429,639.4124908502691,110.78179814337044,811,21:03:38
43.1%,4311000,538875.0,102.26900127592322,562.3531902686193,664.6221915445425,123.87462007215576,811,21:03:08
43.1%,4312000,539000.0,128.83801108271362,554.7706003552997,683.6086114380133,122.20433445640822,811,21:02:37
43.1%,4313000,539125.0,132.197885815568,564.1449639184194,696.3428497339874,124.26931024901467,811,21:02:07
43.1%,4314000,539250.0,131.03062268496694,539.9051555607911,670.935778245758,118.9297885696075,811,21:01:37
43.1%,4315000,539375.0,118.82435975096345,554.2236420281824,673.0480017791459,122.08385100198949,811,21:01:07
43.2%,4316000,539500.0,105.65473496666368,543.2995163490068,648.9542513156705,119.67749510049283,812,21:00:37
43.2%,4317000,539625.0,148.17525788231274,556.4887572510755,704.6640151333883,122.58280840547022,812,21:00:07
43.2%,4318000,539750.0,112.52998806438646,552.8590669692742,665.3890550336606,121.78326371999779,812,20:59:37
43.2%,4319000,539875.0,104.08486271436215,544.5662912738828,648.6511539882449,119.95653906299084,812,20:59:07
43.2%,4320000,540000.0,137.9599814898525,533.6921427357072,671.6521242255596,117.56119207806262,812,20:58:37
43.2%,4321000,540125.0,125.52951364377756,596.0166327754969,721.5461464192745,131.28997082151028,812,20:58:07
43.2%,4322000,540250.0,116.21334568795288,561.6899128580794,677.9032585460322,123.72851396187689,813,20:57:37
43.2%,4323000,540375.0,107.39295989599506,543.8127865164748,651.2057464124699,119.79055775949384,813,20:57:07
43.2%,4324000,540500.0,127.04627248809297,570.2402988858012,697.2865713738942,125.61198477520749,813,20:56:37
43.2%,4325000,540625.0,95.49683388897895,544.5238444040567,640.0206782930356,119.94718890731652,813,20:56:07
43.3%,4326000,540750.0,119.69309140102231,551.8882544436321,671.5813458446545,121.56941407024698,813,20:55:37
43.3%,4327000,540875.0,144.56287805910495,539.9961208803121,684.558998939417,118.94982632273206,814,20:55:07
43.3%,4328000,541000.0,104.91219314645303,605.6697648922847,710.5819580387376,133.41635348309387,814,20:54:37
43.3%,4329000,541125.0,108.02575109738204,549.6032805390366,657.6290316364186,121.06608221545416,814,20:54:07
43.3%,4330000,541250.0,119.48741007993317,527.7866921228866,647.2741022028198,116.2603450949263,814,20:53:37
43.3%,4331000,541375.0,116.96199065943583,553.3204334282706,670.2824240877064,121.88489308000003,814,20:53:07
43.3%,4332000,541500.0,126.56448170879516,535.2665326085232,661.8310143173184,117.90799716553332,814,20:52:37
43.3%,4333000,541625.0,111.92168314648163,542.4637203419287,654.3854034884104,119.49338675963826,815,20:52:07
43.3%,4334000,541750.0,144.31721938711337,513.1931332511853,657.5103526382986,113.04568997779407,815,20:51:37
43.4%,4335000,541875.0,113.34401825292284,586.3722084803145,699.7162267332374,129.16550631049773,815,20:51:08
43.4%,4336000,542000.0,142.75101063778104,551.0733758358821,693.8243864736631,121.38991339400515,815,20:50:38
43.4%,4337000,542125.0,118.6880946905998,563.9168185575394,682.6049132481392,124.21905460827269,815,20:50:08
43.4%,4338000,542250.0,115.83610762456057,551.7949588020896,667.6310664266501,121.54886299602803,816,20:49:38
43.4%,4339000,542375.0,119.77319982584015,501.93238049649904,621.7055803223392,110.56518218775749,816,20:49:08
43.4%,4340000,542500.0,105.57825233317386,532.0821696733826,637.6604220065565,117.20654875981882,816,20:48:38
43.4%,4341000,542625.0,136.58022482935064,559.2976864817264,695.877911311077,123.2015566357243,816,20:48:09
43.4%,4342000,542750.0,123.19993413354088,546.5498091497616,669.7497432833025,120.3934664736159,816,20:47:39
43.4%,4343000,542875.0,129.58192806052395,574.276055825192,703.857983885716,126.50097743359679,816,20:47:09
43.4%,4344000,543000.0,110.98974754039871,594.0678461397098,705.0575936801085,130.86069397505992,817,20:46:40
43.5%,4345000,543125.0,145.8228764395982,550.839680014674,696.6625564542721,121.33843510319865,817,20:46:10
43.5%,4346000,543250.0,137.04578032778946,541.820724061021,678.8665043888104,119.35174815709526,817,20:45:40
43.5%,4347000,543375.0,133.01282297904459,550.9336030456277,683.9464260246723,121.3591243781539,817,20:45:10
43.5%,4348000,543500.0,117.1912922991311,543.3180823182084,660.5093746173395,119.68158479433812,817,20:44:41
43.5%,4349000,543625.0,146.40379289987203,558.1812439824183,704.5850368822903,122.95562775539176,818,20:44:11
43.5%,4350000,543750.0,163.93796513493723,512.2543836884478,676.192348823385,112.83890312668461,818,20:43:41
43.5%,4351000,543875.0,104.2246321377767,518.9081660864879,623.1327982242645,114.30459191597788,818,20:43:11
43.5%,4352000,544000.0,119.79408990637114,531.8311134504031,651.6252033567743,117.15124633640144,818,20:42:42
43.5%,4353000,544125.0,132.5615971862125,553.2331597581675,685.79475694438,121.86566851985988,818,20:42:12
43.5%,4354000,544250.0,120.22151313960369,529.0063754152839,649.2278885548875,116.5290157578986,818,20:41:42
43.5%,4355000,544375.0,127.83496287408609,579.8815590099848,707.7165218840709,127.73575228567469,819,20:41:13
43.6%,4356000,544500.0,130.4134780468608,581.3341460542098,711.7476241010706,128.05572676317192,819,20:40:43
43.6%,4357000,544625.0,127.85952619373313,571.3857191711503,699.2452453648834,125.86429685438816,819,20:40:13
43.6%,4358000,544750.0,128.6598672886051,563.6103187275341,692.2701860161393,124.15153912040654,819,20:39:44
43.6%,4359000,544875.0,142.13812779095093,555.3139845046212,697.4521122955721,122.3240305943785,819,20:39:14
43.6%,4360000,545000.0,120.99046329045143,540.4701961967467,661.4606594871981,119.0542551776317,820,20:38:45
43.6%,4361000,545125.0,123.0438653997167,587.485332364075,710.5291977637917,129.41070416938817,820,20:38:15
43.6%,4362000,545250.0,139.77605078212275,590.1091347216612,729.885185503784,129.9886728300357,820,20:37:46
43.6%,4363000,545375.0,141.0424782027292,545.7296120610972,686.7720902638264,120.21279424751177,820,20:37:16
43.6%,4364000,545500.0,137.0729504159302,530.8319107917853,667.9048612077155,116.93114293545472,820,20:36:46
43.6%,4365000,545625.0,134.09673731616385,535.8313468989397,669.9280842151036,118.03241391437982,820,20:36:17
43.7%,4366000,545750.0,131.1143672608036,578.2928276671038,709.4071949279073,127.38578807296683,821,20:35:47
43.7%,4367000,545875.0,126.50282923943507,520.7955506208355,647.2983798602705,114.72034316655882,821,20:35:18
43.7%,4368000,546000.0,140.604889554794,568.0217896205037,708.6266791752977,125.12329368725614,821,20:34:48
43.7%,4369000,546125.0,140.20457353451857,532.2507716328305,672.455345167349,117.24368823734191,821,20:34:19
43.7%,4370000,546250.0,136.12204730982006,563.5272071957469,699.6492545055669,124.13323139209287,821,20:33:49
43.7%,4371000,546375.0,152.30227916939782,579.2239454366567,731.5262246060545,127.59089380001123,822,20:33:20
43.7%,4372000,546500.0,117.84158931288752,565.654585205535,683.4961745184225,124.60184817469968,822,20:32:51
43.7%,4373000,546625.0,134.51511051264404,497.40182457824017,631.9169350908842,109.56719568603266,822,20:32:21
43.7%,4374000,546750.0,124.73801201345503,523.5249279436714,648.2629399571265,115.32156777904544,822,20:31:52
43.8%,4375000,546875.0,132.43156034026896,545.3813143242244,677.8128746644934,120.13607155690784,822,20:31:22
43.8%,4376000,547000.0,137.3235408098107,558.387887264902,695.7114280747128,123.00114693897797,822,20:30:53
43.8%,4377000,547125.0,112.77728406058989,526.3823015798584,639.1595856404483,115.95098729637367,823,20:30:24
43.8%,4378000,547250.0,133.2467264850302,575.0192683708568,708.265994855887,126.66469157858654,823,20:29:54
43.8%,4379000,547375.0,137.57374164354104,531.5584172018572,669.1321588453982,117.09117706895834,823,20:29:25
43.8%,4380000,547500.0,134.17578009154528,537.3906910753395,671.5664711668849,118.37590475030977,823,20:28:56
43.8%,4381000,547625.0,136.24856981124967,509.903851950745,646.1524217619947,112.32113025544616,823,20:28:26
43.8%,4382000,547750.0,125.68737443094423,532.0038651855829,657.6912396165271,117.18929992253292,824,20:27:57
43.8%,4383000,547875.0,126.93069671868696,516.6344554593536,643.5651521780405,113.80374112511502,824,20:27:28
43.8%,4384000,548000.0,142.17153663192445,540.4978342310491,682.6693708629736,119.06034325725497,824,20:26:58
43.9%,4385000,548125.0,127.22480606124046,507.6950639470422,634.9198700082826,111.83458055765229,824,20:26:29
43.9%,4386000,548250.0,124.33690555166656,521.078503669088,645.4154092207546,114.78267179197981,824,20:26:00
43.9%,4387000,548375.0,125.00016937674916,530.727513595193,655.7276829719422,116.90814642136313,824,20:25:31
43.9%,4388000,548500.0,125.98375609478893,542.0859575780166,668.0697136728056,119.41017354120758,825,20:25:02
43.9%,4389000,548625.0,124.61558255916567,564.2808505959406,688.8964331551063,124.2992432356894,825,20:24:32
43.9%,4390000,548750.0,114.70730118944991,591.4455877694227,706.1528889588726,130.28306542245016,825,20:24:03
43.9%,4391000,548875.0,132.39822558697173,517.5652193704243,649.9634449573961,114.00876890455322,825,20:23:34
43.9%,4392000,549000.0,123.55397342514253,557.9643873022698,681.5183607274123,122.9078587743877,825,20:23:05
43.9%,4393000,549125.0,113.22153765400182,544.6821176191349,657.9036552731368,119.98205317896054,826,20:22:36
43.9%,4394000,549250.0,126.16158241022616,525.597960802702,651.7595432129282,115.77821346409411,826,20:22:07
44.0%,4395000,549375.0,107.27466970123382,574.0318705177373,681.3065402189711,126.44718852884512,826,20:21:37
44.0%,4396000,549500.0,135.41240918777575,512.2376880115082,647.650097199284,112.83522541902059,826,20:21:08
44.0%,4397000,549625.0,109.41914786217718,561.840413792124,671.2595616543011,123.76166616292755,826,20:20:39
44.0%,4398000,549750.0,137.33314112549934,547.2063934985216,684.5395346240209,120.53809824268103,826,20:20:10
44.0%,4399000,549875.0,128.31680522504115,568.7660695755474,697.0828748005886,125.28724296015761,827,20:19:41
44.0%,4400000,550000.0,126.57080929696423,564.255322952141,690.8261322491053,124.29362003085703,827,20:19:12
44.0%,4401000,550125.0,155.55365081547535,581.5289533144359,737.0826041299113,128.09863871915508,827,20:18:43
44.0%,4402000,550250.0,145.4861655092434,548.9224733318745,694.4086388411179,120.91611465842952,827,20:18:14
44.0%,4403000,550375.0,115.42752598984879,505.7932712719826,621.2207972618314,111.41565549568814,827,20:17:45
44.0%,4404000,550500.0,99.01730430714511,512.5883874389973,611.6056917461424,112.91247715172433,827,20:17:16
44.0%,4405000,550625.0,126.85101355478687,503.6785850583831,630.5295986131699,110.94983444974311,828,20:16:47
44.1%,4406000,550750.0,114.85396971348672,556.2111302449641,671.0650999584509,122.52165299549131,828,20:16:18
44.1%,4407000,550875.0,159.3960158502771,570.5289711988005,729.9249870490776,125.67557323476802,828,20:15:49
44.1%,4408000,551000.0,139.63427280040938,530.8685439966458,670.5028167970552,116.93921246260003,828,20:15:20
44.1%,4409000,551125.0,133.46967681988963,531.8070669809438,665.2767438008334,117.14594940322867,828,20:14:51
44.1%,4410000,551250.0,124.86264519535112,571.8646866362653,696.7273318316164,125.96980334709554,829,20:14:22
44.1%,4411000,551375.0,134.7964907948503,581.9672974508962,716.7637882457466,128.19519674408414,829,20:13:53
44.1%,4412000,551500.0,131.67915595043226,530.7809738562094,662.4601298066416,116.91992259625988,829,20:13:24
